Code;Date;Hour;Temperature;Humidity;Strata;Month;SU;Period
CF142784;18/02/2017;15:30:00;30.09;56.48;Canopy;February;F1;Day
CF142784;18/02/2017;15:30:00;34.07;45.26;Canopy;February;F1;Day
UF142784;18/02/2017;15:30:00;26.30;78.15;Understory;February;F1;Day
UF142784;18/02/2017;15:30:00;23.86;100.00;Understory;February;F1;Day
CF142784;18/02/2017;16:00:00;29.94;58.69;Canopy;February;F1;Day
CF142784;18/02/2017;16:00:00;29.57;59.01;Canopy;February;F1;Day
UF142784;18/02/2017;16:00:00;26.26;73.52;Understory;February;F1;Day
UF142784;18/02/2017;16:00:00;24.24;99.59;Understory;February;F1;Day
CF142784;18/02/2017;16:30:00;25.84;71.63;Canopy;February;F1;Day
CF142784;18/02/2017;16:30:00;24.68;79.35;Canopy;February;F1;Day
UF142784;18/02/2017;16:30:00;23.76;86.28;Understory;February;F1;Day
UF142784;18/02/2017;16:30:00;23.18;97.25;Understory;February;F1;Day
CF142784;18/02/2017;17:00:00;19.58;98.16;Canopy;February;F1;Day
CF142784;18/02/2017;17:00:00;20.20;97.75;Canopy;February;F1;Day
UF142784;18/02/2017;17:00:00;20.56;98.47;Understory;February;F1;Day
UF142784;18/02/2017;17:00:00;19.67;100.00;Understory;February;F1;Day
CF142784;18/02/2017;17:30:00;20.34;99.17;Canopy;February;F1;Day
CF142784;18/02/2017;17:30:00;20.46;99.07;Canopy;February;F1;Day
UF142784;18/02/2017;17:30:00;20.51;100.00;Understory;February;F1;Day
UF142784;18/02/2017;17:30:00;20.17;100.00;Understory;February;F1;Day
CF142784;18/02/2017;18:00:00;20.51;99.29;Canopy;February;F1;Day
CF142784;18/02/2017;18:00:00;20.48;99.57;Canopy;February;F1;Day
UF142784;18/02/2017;18:00:00;20.56;100.00;Understory;February;F1;Day
UF142784;18/02/2017;18:00:00;20.60;100.00;Understory;February;F1;Day
CF142784;18/02/2017;18:30:00;20.34;99.46;Canopy;February;F1;Night
CF142784;18/02/2017;18:30:00;20.48;99.75;Canopy;February;F1;Night
UF142784;18/02/2017;18:30:00;20.58;100.00;Understory;February;F1;Night
UF142784;18/02/2017;18:30:00;20.39;100.00;Understory;February;F1;Night
CF142784;18/02/2017;19:00:00;20.58;99.62;Canopy;February;F1;Night
CF142784;18/02/2017;19:00:00;20.44;99.90;Canopy;February;F1;Night
UF142784;18/02/2017;19:00:00;20.51;100.00;Understory;February;F1;Night
UF142784;18/02/2017;19:00:00;20.60;100.00;Understory;February;F1;Night
CF142784;18/02/2017;19:30:00;20.22;99.66;Canopy;February;F1;Night
CF142784;18/02/2017;19:30:00;20.67;100.00;Canopy;February;F1;Night
UF142784;18/02/2017;19:30:00;20.72;100.00;Understory;February;F1;Night
UF142784;18/02/2017;19:30:00;20.46;100.00;Understory;February;F1;Night
CF142784;18/02/2017;20:00:00;20.22;99.86;Canopy;February;F1;Night
CF142784;18/02/2017;20:00:00;20.39;100.00;Canopy;February;F1;Night
UF142784;18/02/2017;20:00:00;20.65;100.00;Understory;February;F1;Night
UF142784;18/02/2017;20:00:00;20.41;100.00;Understory;February;F1;Night
CF142784;18/02/2017;20:30:00;19.79;99.93;Canopy;February;F1;Night
CF142784;18/02/2017;20:30:00;20.06;100.00;Canopy;February;F1;Night
UF142784;18/02/2017;20:30:00;20.34;100.00;Understory;February;F1;Night
UF142784;18/02/2017;20:30:00;20.08;100.00;Understory;February;F1;Night
CF142784;18/02/2017;21:00:00;19.41;99.93;Canopy;February;F1;Night
CF142784;18/02/2017;21:00:00;19.82;100.00;Canopy;February;F1;Night
UF142784;18/02/2017;21:00:00;20.29;100.00;Understory;February;F1;Night
UF142784;18/02/2017;21:00:00;19.67;100.00;Understory;February;F1;Night
CF142784;18/02/2017;21:30:00;17.75;99.73;Canopy;February;F1;Night
CF142784;18/02/2017;21:30:00;17.92;100.00;Canopy;February;F1;Night
UF142784;18/02/2017;21:30:00;18.49;100.00;Understory;February;F1;Night
UF142784;18/02/2017;21:30:00;18.32;100.00;Understory;February;F1;Night
CF142784;18/02/2017;22:00:00;17.51;100.00;Canopy;February;F1;Night
CF142784;18/02/2017;22:00:00;17.44;100.00;Canopy;February;F1;Night
UF142784;18/02/2017;22:00:00;18.13;100.00;Understory;February;F1;Night
UF142784;18/02/2017;22:00:00;17.84;100.00;Understory;February;F1;Night
CF142784;18/02/2017;22:30:00;17.42;100.00;Canopy;February;F1;Night
CF142784;18/02/2017;22:30:00;17.51;100.00;Canopy;February;F1;Night
UF142784;18/02/2017;22:30:00;17.92;100.00;Understory;February;F1;Night
UF142784;18/02/2017;22:30:00;17.87;100.00;Understory;February;F1;Night
CF142784;18/02/2017;23:00:00;17.51;100.00;Canopy;February;F1;Night
CF142784;18/02/2017;23:00:00;17.68;100.00;Canopy;February;F1;Night
UF142784;18/02/2017;23:00:00;18.03;100.00;Understory;February;F1;Night
UF142784;18/02/2017;23:00:00;17.80;100.00;Understory;February;F1;Night
CF142784;18/02/2017;23:30:00;17.84;100.00;Canopy;February;F1;Night
CF142784;18/02/2017;23:30:00;18.20;100.00;Canopy;February;F1;Night
UF142784;18/02/2017;23:30:00;18.22;100.00;Understory;February;F1;Night
UF142784;18/02/2017;23:30:00;18.01;100.00;Understory;February;F1;Night
CF142785;19/02/2017;00:00:00;17.99;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;00:00:00;18.25;100.00;Canopy;February;F1;Night
UF142785;19/02/2017;00:00:00;18.34;100.00;Understory;February;F1;Night
UF142785;19/02/2017;00:00:00;18.20;100.00;Understory;February;F1;Night
CF142785;19/02/2017;00:30:00;18.18;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;00:30:00;18.46;100.00;Canopy;February;F1;Night
UF142785;19/02/2017;00:30:00;18.46;100.00;Understory;February;F1;Night
UF142785;19/02/2017;00:30:00;18.32;100.00;Understory;February;F1;Night
CF142785;19/02/2017;01:00:00;18.06;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;01:00:00;18.46;100.00;Canopy;February;F1;Night
UF142785;19/02/2017;01:00:00;18.56;100.00;Understory;February;F1;Night
UF142785;19/02/2017;01:00:00;18.22;100.00;Understory;February;F1;Night
CF142785;19/02/2017;01:30:00;17.94;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;01:30:00;18.37;100.00;Canopy;February;F1;Night
UF142785;19/02/2017;01:30:00;18.46;100.00;Understory;February;F1;Night
UF142785;19/02/2017;01:30:00;18.03;100.00;Understory;February;F1;Night
CF142785;19/02/2017;02:00:00;17.84;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;02:00:00;18.39;100.00;Canopy;February;F1;Night
UF142785;19/02/2017;02:00:00;18.39;100.00;Understory;February;F1;Night
UF142785;19/02/2017;02:00:00;17.94;100.00;Understory;February;F1;Night
CF142785;19/02/2017;02:30:00;18.11;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;02:30:00;18.70;100.00;Canopy;February;F1;Night
UF142785;19/02/2017;02:30:00;18.34;100.00;Understory;February;F1;Night
UF142785;19/02/2017;02:30:00;18.03;100.00;Understory;February;F1;Night
CF142785;19/02/2017;03:00:00;18.22;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;03:00:00;18.77;100.00;Canopy;February;F1;Night
UF142785;19/02/2017;03:00:00;18.44;100.00;Understory;February;F1;Night
UF142785;19/02/2017;03:00:00;18.22;100.00;Understory;February;F1;Night
CF142785;19/02/2017;03:30:00;18.01;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;03:30:00;18.70;99.63;Canopy;February;F1;Night
UF142785;19/02/2017;03:30:00;18.34;100.00;Understory;February;F1;Night
UF142785;19/02/2017;03:30:00;18.06;100.00;Understory;February;F1;Night
CF142785;19/02/2017;04:00:00;17.82;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;04:00:00;18.53;98.45;Canopy;February;F1;Night
UF142785;19/02/2017;04:00:00;18.32;100.00;Understory;February;F1;Night
UF142785;19/02/2017;04:00:00;17.77;100.00;Understory;February;F1;Night
CF142785;19/02/2017;04:30:00;17.61;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;04:30:00;18.68;97.24;Canopy;February;F1;Night
UF142785;19/02/2017;04:30:00;18.22;100.00;Understory;February;F1;Night
UF142785;19/02/2017;04:30:00;17.51;100.00;Understory;February;F1;Night
CF142785;19/02/2017;05:00:00;17.46;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;05:00:00;18.18;97.99;Canopy;February;F1;Night
UF142785;19/02/2017;05:00:00;18.11;100.00;Understory;February;F1;Night
UF142785;19/02/2017;05:00:00;17.44;100.00;Understory;February;F1;Night
CF142785;19/02/2017;05:30:00;17.27;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;05:30:00;18.56;93.12;Canopy;February;F1;Night
UF142785;19/02/2017;05:30:00;18.08;100.00;Understory;February;F1;Night
UF142785;19/02/2017;05:30:00;17.23;100.00;Understory;February;F1;Night
CF142785;19/02/2017;06:00:00;17.27;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;06:00:00;19.01;90.38;Canopy;February;F1;Night
UF142785;19/02/2017;06:00:00;17.99;100.00;Understory;February;F1;Night
UF142785;19/02/2017;06:00:00;17.08;100.00;Understory;February;F1;Night
CF142785;19/02/2017;06:30:00;17.20;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;06:30:00;18.63;91.99;Canopy;February;F1;Night
UF142785;19/02/2017;06:30:00;18.08;100.00;Understory;February;F1;Night
UF142785;19/02/2017;06:30:00;17.08;100.00;Understory;February;F1;Night
CF142785;19/02/2017;07:00:00;16.96;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;07:00:00;18.46;92.59;Canopy;February;F1;Night
UF142785;19/02/2017;07:00:00;17.94;100.00;Understory;February;F1;Night
UF142785;19/02/2017;07:00:00;17.06;100.00;Understory;February;F1;Night
CF142785;19/02/2017;07:30:00;16.92;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;07:30:00;18.68;92.99;Canopy;February;F1;Night
UF142785;19/02/2017;07:30:00;17.92;100.00;Understory;February;F1;Night
UF142785;19/02/2017;07:30:00;17.06;100.00;Understory;February;F1;Night
CF142785;19/02/2017;08:00:00;17.32;100.00;Canopy;February;F1;Day
CF142785;19/02/2017;08:00:00;23.79;81.33;Canopy;February;F1;Day
UF142785;19/02/2017;08:00:00;18.18;100.00;Understory;February;F1;Day
UF142785;19/02/2017;08:00:00;17.18;100.00;Understory;February;F1;Day
CF142785;19/02/2017;08:30:00;18.46;100.00;Canopy;February;F1;Day
CF142785;19/02/2017;08:30:00;28.44;68.81;Canopy;February;F1;Day
UF142785;19/02/2017;08:30:00;18.70;100.00;Understory;February;F1;Day
UF142785;19/02/2017;08:30:00;17.63;100.00;Understory;February;F1;Day
CF142785;19/02/2017;09:00:00;19.84;100.00;Canopy;February;F1;Day
CF142785;19/02/2017;09:00:00;28.67;65.60;Canopy;February;F1;Day
UF142785;19/02/2017;09:00:00;19.44;100.00;Understory;February;F1;Day
UF142785;19/02/2017;09:00:00;18.51;100.00;Understory;February;F1;Day
CF142785;19/02/2017;09:30:00;21.87;100.00;Canopy;February;F1;Day
CF142785;19/02/2017;09:30:00;29.67;64.26;Canopy;February;F1;Day
UF142785;19/02/2017;09:30:00;20.37;100.00;Understory;February;F1;Day
UF142785;19/02/2017;09:30:00;19.39;100.00;Understory;February;F1;Day
CF142785;19/02/2017;10:00:00;23.09;100.00;Canopy;February;F1;Day
CF142785;19/02/2017;10:00:00;33.76;55.99;Canopy;February;F1;Day
UF142785;19/02/2017;10:00:00;21.13;100.00;Understory;February;F1;Day
UF142785;19/02/2017;10:00:00;20.29;100.00;Understory;February;F1;Day
CF142785;19/02/2017;10:30:00;24.24;98.30;Canopy;February;F1;Day
CF142785;19/02/2017;10:30:00;35.50;53.39;Canopy;February;F1;Day
UF142785;19/02/2017;10:30:00;21.72;100.00;Understory;February;F1;Day
UF142785;19/02/2017;10:30:00;21.08;100.00;Understory;February;F1;Day
CF142785;19/02/2017;11:00:00;25.79;96.46;Canopy;February;F1;Day
CF142785;19/02/2017;11:00:00;30.39;62.08;Canopy;February;F1;Day
UF142785;19/02/2017;11:00:00;22.42;100.00;Understory;February;F1;Day
UF142785;19/02/2017;11:00:00;22.01;100.00;Understory;February;F1;Day
CF142785;19/02/2017;11:30:00;28.30;92.84;Canopy;February;F1;Day
CF142785;19/02/2017;11:30:00;31.71;58.96;Canopy;February;F1;Day
UF142785;19/02/2017;11:30:00;23.18;100.00;Understory;February;F1;Day
UF142785;19/02/2017;11:30:00;22.56;100.00;Understory;February;F1;Day
CF142785;19/02/2017;12:00:00;29.39;84.21;Canopy;February;F1;Day
CF142785;19/02/2017;12:00:00;30.60;62.02;Canopy;February;F1;Day
UF142785;19/02/2017;12:00:00;23.76;100.00;Understory;February;F1;Day
UF142785;19/02/2017;12:00:00;22.85;100.00;Understory;February;F1;Day
CF142785;19/02/2017;12:30:00;27.75;84.39;Canopy;February;F1;Day
CF142785;19/02/2017;12:30:00;33.31;56.11;Canopy;February;F1;Day
UF142785;19/02/2017;12:30:00;24.24;100.00;Understory;February;F1;Day
UF142785;19/02/2017;12:30:00;23.14;100.00;Understory;February;F1;Day
CF142785;19/02/2017;13:00:00;27.75;75.55;Canopy;February;F1;Day
CF142785;19/02/2017;13:00:00;31.23;58.57;Canopy;February;F1;Day
UF142785;19/02/2017;13:00:00;24.34;98.32;Understory;February;F1;Day
UF142785;19/02/2017;13:00:00;23.50;100.00;Understory;February;F1;Day
CF142785;19/02/2017;13:30:00;27.53;73.97;Canopy;February;F1;Day
CF142785;19/02/2017;13:30:00;28.00;69.79;Canopy;February;F1;Day
UF142785;19/02/2017;13:30:00;23.64;96.07;Understory;February;F1;Day
UF142785;19/02/2017;13:30:00;23.33;100.00;Understory;February;F1;Day
CF142785;19/02/2017;14:00:00;24.41;92.90;Canopy;February;F1;Day
CF142785;19/02/2017;14:00:00;24.73;82.81;Canopy;February;F1;Day
UF142785;19/02/2017;14:00:00;22.32;97.40;Understory;February;F1;Day
UF142785;19/02/2017;14:00:00;22.66;100.00;Understory;February;F1;Day
CF142785;19/02/2017;14:30:00;22.13;99.21;Canopy;February;F1;Day
CF142785;19/02/2017;14:30:00;25.21;85.52;Canopy;February;F1;Day
UF142785;19/02/2017;14:30:00;22.59;99.85;Understory;February;F1;Day
UF142785;19/02/2017;14:30:00;21.60;100.00;Understory;February;F1;Day
CF142785;19/02/2017;15:00:00;22.51;99.21;Canopy;February;F1;Day
CF142785;19/02/2017;15:00:00;26.38;82.35;Canopy;February;F1;Day
UF142785;19/02/2017;15:00:00;23.23;99.27;Understory;February;F1;Day
UF142785;19/02/2017;15:00:00;22.06;100.00;Understory;February;F1;Day
CF142785;19/02/2017;15:30:00;23.95;99.88;Canopy;February;F1;Day
CF142785;19/02/2017;15:30:00;31.18;64.51;Canopy;February;F1;Day
UF142785;19/02/2017;15:30:00;24.15;98.48;Understory;February;F1;Day
UF142785;19/02/2017;15:30:00;23.02;100.00;Understory;February;F1;Day
CF142785;19/02/2017;16:00:00;24.10;99.53;Canopy;February;F1;Day
CF142785;19/02/2017;16:00:00;29.24;73.44;Canopy;February;F1;Day
UF142785;19/02/2017;16:00:00;24.77;92.80;Understory;February;F1;Day
UF142785;19/02/2017;16:00:00;23.71;100.00;Understory;February;F1;Day
CF142785;19/02/2017;16:30:00;23.86;99.73;Canopy;February;F1;Day
CF142785;19/02/2017;16:30:00;28.77;76.55;Canopy;February;F1;Day
UF142785;19/02/2017;16:30:00;24.70;94.40;Understory;February;F1;Day
UF142785;19/02/2017;16:30:00;23.40;100.00;Understory;February;F1;Day
CF142785;19/02/2017;17:00:00;21.06;98.82;Canopy;February;F1;Day
CF142785;19/02/2017;17:00:00;24.56;79.67;Canopy;February;F1;Day
UF142785;19/02/2017;17:00:00;23.40;88.85;Understory;February;F1;Day
UF142785;19/02/2017;17:00:00;21.32;100.00;Understory;February;F1;Day
CF142785;19/02/2017;17:30:00;20.39;100.00;Canopy;February;F1;Day
CF142785;19/02/2017;17:30:00;23.02;83.96;Canopy;February;F1;Day
UF142785;19/02/2017;17:30:00;22.08;94.71;Understory;February;F1;Day
UF142785;19/02/2017;17:30:00;20.51;100.00;Understory;February;F1;Day
CF142785;19/02/2017;18:00:00;20.46;100.00;Canopy;February;F1;Day
CF142785;19/02/2017;18:00:00;21.13;92.94;Canopy;February;F1;Day
UF142785;19/02/2017;18:00:00;21.18;97.49;Understory;February;F1;Day
UF142785;19/02/2017;18:00:00;20.67;100.00;Understory;February;F1;Day
CF142785;19/02/2017;18:30:00;20.41;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;18:30:00;20.58;97.44;Canopy;February;F1;Night
UF142785;19/02/2017;18:30:00;20.70;99.40;Understory;February;F1;Night
UF142785;19/02/2017;18:30:00;20.48;100.00;Understory;February;F1;Night
CF142785;19/02/2017;19:00:00;20.22;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;19:00:00;20.03;98.39;Canopy;February;F1;Night
UF142785;19/02/2017;19:00:00;20.27;100.00;Understory;February;F1;Night
UF142785;19/02/2017;19:00:00;20.41;100.00;Understory;February;F1;Night
CF142785;19/02/2017;19:30:00;20.10;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;19:30:00;19.67;98.03;Canopy;February;F1;Night
UF142785;19/02/2017;19:30:00;19.98;100.00;Understory;February;F1;Night
UF142785;19/02/2017;19:30:00;20.32;100.00;Understory;February;F1;Night
CF142785;19/02/2017;20:00:00;19.75;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;20:00:00;19.60;99.00;Canopy;February;F1;Night
UF142785;19/02/2017;20:00:00;19.87;100.00;Understory;February;F1;Night
UF142785;19/02/2017;20:00:00;19.98;100.00;Understory;February;F1;Night
CF142785;19/02/2017;20:30:00;19.15;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;20:30:00;19.13;97.88;Canopy;February;F1;Night
UF142785;19/02/2017;20:30:00;19.44;100.00;Understory;February;F1;Night
UF142785;19/02/2017;20:30:00;19.27;100.00;Understory;February;F1;Night
CF142785;19/02/2017;21:00:00;19.22;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;21:00:00;19.25;99.16;Canopy;February;F1;Night
UF142785;19/02/2017;21:00:00;19.41;100.00;Understory;February;F1;Night
UF142785;19/02/2017;21:00:00;19.37;100.00;Understory;February;F1;Night
CF142785;19/02/2017;21:30:00;19.03;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;21:30:00;19.41;99.69;Canopy;February;F1;Night
UF142785;19/02/2017;21:30:00;19.63;100.00;Understory;February;F1;Night
UF142785;19/02/2017;21:30:00;19.25;100.00;Understory;February;F1;Night
CF142785;19/02/2017;22:00:00;18.96;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;22:00:00;19.32;99.95;Canopy;February;F1;Night
UF142785;19/02/2017;22:00:00;19.60;100.00;Understory;February;F1;Night
UF142785;19/02/2017;22:00:00;19.25;100.00;Understory;February;F1;Night
CF142785;19/02/2017;22:30:00;19.27;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;22:30:00;19.51;100.00;Canopy;February;F1;Night
UF142785;19/02/2017;22:30:00;19.58;100.00;Understory;February;F1;Night
UF142785;19/02/2017;22:30:00;19.37;100.00;Understory;February;F1;Night
CF142785;19/02/2017;23:00:00;19.25;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;23:00:00;19.58;100.00;Canopy;February;F1;Night
UF142785;19/02/2017;23:00:00;19.70;100.00;Understory;February;F1;Night
UF142785;19/02/2017;23:00:00;19.25;100.00;Understory;February;F1;Night
CF142785;19/02/2017;23:30:00;19.27;100.00;Canopy;February;F1;Night
CF142785;19/02/2017;23:30:00;19.41;100.00;Canopy;February;F1;Night
UF142785;19/02/2017;23:30:00;19.46;100.00;Understory;February;F1;Night
UF142785;19/02/2017;23:30:00;19.39;100.00;Understory;February;F1;Night
CF142786;20/02/2017;00:00:00;19.29;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;00:00:00;19.63;98.25;Canopy;February;F1;Night
UF142786;20/02/2017;00:00:00;19.56;100.00;Understory;February;F1;Night
UF142786;20/02/2017;00:00:00;19.48;100.00;Understory;February;F1;Night
CF142786;20/02/2017;00:30:00;19.10;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;00:30:00;19.46;97.27;Canopy;February;F1;Night
UF142786;20/02/2017;00:30:00;19.53;100.00;Understory;February;F1;Night
UF142786;20/02/2017;00:30:00;19.37;100.00;Understory;February;F1;Night
CF142786;20/02/2017;01:00:00;19.08;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;01:00:00;19.84;95.88;Canopy;February;F1;Night
UF142786;20/02/2017;01:00:00;19.48;100.00;Understory;February;F1;Night
UF142786;20/02/2017;01:00:00;19.29;100.00;Understory;February;F1;Night
CF142786;20/02/2017;01:30:00;18.96;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;01:30:00;19.37;97.27;Canopy;February;F1;Night
UF142786;20/02/2017;01:30:00;19.41;100.00;Understory;February;F1;Night
UF142786;20/02/2017;01:30:00;19.18;100.00;Understory;February;F1;Night
CF142786;20/02/2017;02:00:00;18.70;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;02:00:00;19.03;99.00;Canopy;February;F1;Night
UF142786;20/02/2017;02:00:00;19.22;100.00;Understory;February;F1;Night
UF142786;20/02/2017;02:00:00;18.91;100.00;Understory;February;F1;Night
CF142786;20/02/2017;02:30:00;18.44;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;02:30:00;18.89;98.44;Canopy;February;F1;Night
UF142786;20/02/2017;02:30:00;19.13;100.00;Understory;February;F1;Night
UF142786;20/02/2017;02:30:00;18.58;100.00;Understory;February;F1;Night
CF142786;20/02/2017;03:00:00;18.41;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;03:00:00;18.87;99.67;Canopy;February;F1;Night
UF142786;20/02/2017;03:00:00;19.03;100.00;Understory;February;F1;Night
UF142786;20/02/2017;03:00:00;18.37;100.00;Understory;February;F1;Night
CF142786;20/02/2017;03:30:00;19.15;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;03:30:00;19.15;99.34;Canopy;February;F1;Night
UF142786;20/02/2017;03:30:00;19.22;100.00;Understory;February;F1;Night
UF142786;20/02/2017;03:30:00;18.44;100.00;Understory;February;F1;Night
CF142786;20/02/2017;04:00:00;19.41;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;04:00:00;19.58;99.71;Canopy;February;F1;Night
UF142786;20/02/2017;04:00:00;19.70;100.00;Understory;February;F1;Night
UF142786;20/02/2017;04:00:00;19.25;100.00;Understory;February;F1;Night
CF142786;20/02/2017;04:30:00;19.08;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;04:30:00;19.53;99.13;Canopy;February;F1;Night
UF142786;20/02/2017;04:30:00;19.58;100.00;Understory;February;F1;Night
UF142786;20/02/2017;04:30:00;19.18;100.00;Understory;February;F1;Night
CF142786;20/02/2017;05:00:00;18.82;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;05:00:00;19.48;99.66;Canopy;February;F1;Night
UF142786;20/02/2017;05:00:00;19.51;100.00;Understory;February;F1;Night
UF142786;20/02/2017;05:00:00;18.99;100.00;Understory;February;F1;Night
CF142786;20/02/2017;05:30:00;18.79;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;05:30:00;19.89;97.93;Canopy;February;F1;Night
UF142786;20/02/2017;05:30:00;19.39;100.00;Understory;February;F1;Night
UF142786;20/02/2017;05:30:00;18.79;100.00;Understory;February;F1;Night
CF142786;20/02/2017;06:00:00;18.75;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;06:00:00;19.79;96.70;Canopy;February;F1;Night
UF142786;20/02/2017;06:00:00;19.46;100.00;Understory;February;F1;Night
UF142786;20/02/2017;06:00:00;18.84;100.00;Understory;February;F1;Night
CF142786;20/02/2017;06:30:00;18.63;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;06:30:00;19.60;96.44;Canopy;February;F1;Night
UF142786;20/02/2017;06:30:00;19.22;100.00;Understory;February;F1;Night
UF142786;20/02/2017;06:30:00;18.75;100.00;Understory;February;F1;Night
CF142786;20/02/2017;07:00:00;18.46;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;07:00:00;19.72;94.47;Canopy;February;F1;Night
UF142786;20/02/2017;07:00:00;19.10;100.00;Understory;February;F1;Night
UF142786;20/02/2017;07:00:00;18.65;100.00;Understory;February;F1;Night
CF142786;20/02/2017;07:30:00;18.41;100.00;Canopy;February;F1;Night
CF142786;20/02/2017;07:30:00;19.56;95.07;Canopy;February;F1;Night
UF142786;20/02/2017;07:30:00;18.99;100.00;Understory;February;F1;Night
UF142786;20/02/2017;07:30:00;18.51;100.00;Understory;February;F1;Night
CF142786;20/02/2017;08:00:00;18.75;100.00;Canopy;February;F1;Day
CF142786;20/02/2017;08:00:00;21.06;90.80;Canopy;February;F1;Day
UF142786;20/02/2017;08:00:00;19.06;100.00;Understory;February;F1;Day
UF142786;20/02/2017;08:00:00;18.44;100.00;Understory;February;F1;Day
CF142786;20/02/2017;08:30:00;19.51;100.00;Canopy;February;F1;Day
CF142786;20/02/2017;08:30:00;23.30;85.89;Canopy;February;F1;Day
UF142786;20/02/2017;08:30:00;19.34;100.00;Understory;February;F1;Day
UF142786;20/02/2017;08:30:00;18.84;100.00;Understory;February;F1;Day
CF142786;20/02/2017;09:00:00;20.60;100.00;Canopy;February;F1;Day
CF142786;20/02/2017;09:00:00;26.35;75.39;Canopy;February;F1;Day
UF142786;20/02/2017;09:00:00;19.98;100.00;Understory;February;F1;Day
UF142786;20/02/2017;09:00:00;19.41;100.00;Understory;February;F1;Day
CF142786;20/02/2017;09:30:00;21.39;100.00;Canopy;February;F1;Day
CF142786;20/02/2017;09:30:00;27.26;73.86;Canopy;February;F1;Day
UF142786;20/02/2017;09:30:00;20.56;100.00;Understory;February;F1;Day
UF142786;20/02/2017;09:30:00;20.03;100.00;Understory;February;F1;Day
CF142786;20/02/2017;10:00:00;21.77;100.00;Canopy;February;F1;Day
CF142786;20/02/2017;10:00:00;27.46;72.32;Canopy;February;F1;Day
UF142786;20/02/2017;10:00:00;21.03;100.00;Understory;February;F1;Day
UF142786;20/02/2017;10:00:00;20.56;100.00;Understory;February;F1;Day
CF142786;20/02/2017;10:30:00;22.61;100.00;Canopy;February;F1;Day
CF142786;20/02/2017;10:30:00;29.09;67.13;Canopy;February;F1;Day
UF142786;20/02/2017;10:30:00;21.58;100.00;Understory;February;F1;Day
UF142786;20/02/2017;10:30:00;20.91;100.00;Understory;February;F1;Day
CF142786;20/02/2017;11:00:00;24.17;99.76;Canopy;February;F1;Day
CF142786;20/02/2017;11:00:00;27.11;79.65;Canopy;February;F1;Day
UF142786;20/02/2017;11:00:00;22.51;98.32;Understory;February;F1;Day
UF142786;20/02/2017;11:00:00;21.56;100.00;Understory;February;F1;Day
CF142786;20/02/2017;11:30:00;27.85;97.94;Canopy;February;F1;Day
CF142786;20/02/2017;11:30:00;30.09;63.43;Canopy;February;F1;Day
UF142786;20/02/2017;11:30:00;24.03;97.07;Understory;February;F1;Day
UF142786;20/02/2017;11:30:00;22.61;100.00;Understory;February;F1;Day
CF142786;20/02/2017;12:00:00;29.12;90.35;Canopy;February;F1;Day
CF142786;20/02/2017;12:00:00;30.42;60.43;Canopy;February;F1;Day
UF142786;20/02/2017;12:00:00;24.34;94.29;Understory;February;F1;Day
UF142786;20/02/2017;12:00:00;22.99;100.00;Understory;February;F1;Day
CF142786;20/02/2017;12:30:00;28.05;88.08;Canopy;February;F1;Day
CF142786;20/02/2017;12:30:00;31.61;55.04;Canopy;February;F1;Day
