Code;Date;Hour;Temperature;Humidity;Strata;Month;SU;Period
CJ142752;17/01/2017;15:00:00;26.79;68.37;Canopy;January;J1;Day
UJ142752;17/01/2017;15:00:00;22.54;96.31;Understory;January;J1;Day
CJ142752;17/01/2017;15:30:00;27.63;66.91;Canopy;January;J1;Day
UJ142752;17/01/2017;15:30:00;22.37;95.39;Understory;January;J1;Day
CJ142752;17/01/2017;16:00:00;30.55;51.97;Canopy;January;J1;Day
UJ142752;17/01/2017;16:00:00;22.27;93.09;Understory;January;J1;Day
CJ142752;17/01/2017;16:30:00;29.19;57.07;Canopy;January;J1;Day
UJ142752;17/01/2017;16:30:00;22.27;92.10;Understory;January;J1;Day
CJ142752;17/01/2017;17:00:00;33.00;45.47;Canopy;January;J1;Day
UJ142752;17/01/2017;17:00:00;22.20;89.03;Understory;January;J1;Day
CJ142752;17/01/2017;17:30:00;26.11;67.64;Canopy;January;J1;Day
UJ142752;17/01/2017;17:30:00;21.96;90.75;Understory;January;J1;Day
CJ142752;17/01/2017;18:00:00;26.26;66.61;Canopy;January;J1;Day
UJ142752;17/01/2017;18:00:00;21.89;93.24;Understory;January;J1;Day
CJ142752;17/01/2017;18:30:00;24.48;75.08;Canopy;January;J1;Night
UJ142752;17/01/2017;18:30:00;21.77;92.48;Understory;January;J1;Night
CJ142752;17/01/2017;19:00:00;22.06;82.23;Canopy;January;J1;Night
UJ142752;17/01/2017;19:00:00;21.22;92.08;Understory;January;J1;Night
CJ142752;17/01/2017;19:30:00;21.22;85.61;Canopy;January;J1;Night
UJ142752;17/01/2017;19:30:00;20.70;94.80;Understory;January;J1;Night
CJ142752;17/01/2017;20:00:00;20.17;92.97;Canopy;January;J1;Night
UJ142752;17/01/2017;20:00:00;20.32;96.58;Understory;January;J1;Night
CJ142752;17/01/2017;20:30:00;19.22;96.68;Canopy;January;J1;Night
UJ142752;17/01/2017;20:30:00;19.63;98.23;Understory;January;J1;Night
CJ142752;17/01/2017;21:00:00;18.79;97.90;Canopy;January;J1;Night
UJ142752;17/01/2017;21:00:00;19.41;98.82;Understory;January;J1;Night
CJ142752;17/01/2017;21:30:00;18.44;98.06;Canopy;January;J1;Night
UJ142752;17/01/2017;21:30:00;19.15;99.08;Understory;January;J1;Night
CJ142752;17/01/2017;22:00:00;18.22;98.73;Canopy;January;J1;Night
UJ142752;17/01/2017;22:00:00;18.91;99.38;Understory;January;J1;Night
CJ142752;17/01/2017;22:30:00;18.20;98.88;Canopy;January;J1;Night
UJ142752;17/01/2017;22:30:00;18.56;99.33;Understory;January;J1;Night
CJ142752;17/01/2017;23:00:00;18.20;99.29;Canopy;January;J1;Night
UJ142752;17/01/2017;23:00:00;18.51;99.78;Understory;January;J1;Night
CJ142752;17/01/2017;23:30:00;18.25;99.30;Canopy;January;J1;Night
UJ142752;17/01/2017;23:30:00;18.70;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;00:00:00;18.27;99.41;Canopy;January;J1;Night
UJ142753;18/01/2017;00:00:00;18.72;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;00:30:00;18.27;99.41;Canopy;January;J1;Night
UJ142753;18/01/2017;00:30:00;18.75;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;01:00:00;18.22;99.50;Canopy;January;J1;Night
UJ142753;18/01/2017;01:00:00;18.68;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;01:30:00;18.49;99.57;Canopy;January;J1;Night
UJ142753;18/01/2017;01:30:00;18.79;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;02:00:00;18.41;99.45;Canopy;January;J1;Night
UJ142753;18/01/2017;02:00:00;18.87;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;02:30:00;18.32;99.60;Canopy;January;J1;Night
UJ142753;18/01/2017;02:30:00;18.75;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;03:00:00;18.37;99.64;Canopy;January;J1;Night
UJ142753;18/01/2017;03:00:00;18.75;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;03:30:00;18.46;99.61;Canopy;January;J1;Night
UJ142753;18/01/2017;03:30:00;18.77;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;04:00:00;18.41;99.45;Canopy;January;J1;Night
UJ142753;18/01/2017;04:00:00;18.82;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;04:30:00;18.37;99.38;Canopy;January;J1;Night
UJ142753;18/01/2017;04:30:00;18.72;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;05:00:00;18.34;99.33;Canopy;January;J1;Night
UJ142753;18/01/2017;05:00:00;18.70;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;05:30:00;18.39;99.11;Canopy;January;J1;Night
UJ142753;18/01/2017;05:30:00;18.70;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;06:00:00;18.41;98.93;Canopy;January;J1;Night
UJ142753;18/01/2017;06:00:00;18.68;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;06:30:00;18.44;98.68;Canopy;January;J1;Night
UJ142753;18/01/2017;06:30:00;18.65;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;07:00:00;18.51;98.55;Canopy;January;J1;Night
UJ142753;18/01/2017;07:00:00;18.72;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;07:30:00;18.63;98.58;Canopy;January;J1;Night
UJ142753;18/01/2017;07:30:00;18.77;100.00;Understory;January;J1;Night
CJ142753;18/01/2017;08:00:00;18.75;98.30;Canopy;January;J1;Day
UJ142753;18/01/2017;08:00:00;18.89;100.00;Understory;January;J1;Day
CJ142753;18/01/2017;08:30:00;19.15;96.95;Canopy;January;J1;Day
UJ142753;18/01/2017;08:30:00;18.91;100.00;Understory;January;J1;Day
UJ142753;18/01/2017;09:00:00;21.34;70.58;Understory;January;J1;Day
CJ142753;18/01/2017;09:00:00;19.08;96.83;Canopy;January;J1;Day
UJ142753;18/01/2017;09:00:00;18.91;100.00;Understory;January;J1;Day
UJ142753;18/01/2017;09:30:00;21.70;71.12;Understory;January;J1;Day
CJ142753;18/01/2017;09:30:00;19.89;93.99;Canopy;January;J1;Day
UJ142753;18/01/2017;09:30:00;19.08;100.00;Understory;January;J1;Day
UJ142753;18/01/2017;10:00:00;22.32;71.83;Understory;January;J1;Day
CJ142753;18/01/2017;10:00:00;21.18;88.65;Canopy;January;J1;Day
UJ142753;18/01/2017;10:00:00;19.41;100.00;Understory;January;J1;Day
UJ142753;18/01/2017;10:30:00;23.11;72.09;Understory;January;J1;Day
CJ142753;18/01/2017;10:30:00;21.65;86.71;Canopy;January;J1;Day
UJ142753;18/01/2017;10:30:00;19.72;100.00;Understory;January;J1;Day
UJ142753;18/01/2017;11:00:00;23.93;72.16;Understory;January;J1;Day
CJ142753;18/01/2017;11:00:00;22.78;79.46;Canopy;January;J1;Day
UJ142753;18/01/2017;11:00:00;20.17;98.94;Understory;January;J1;Day
UJ142753;18/01/2017;11:30:00;25.16;77.95;Understory;January;J1;Day
CJ142753;18/01/2017;11:30:00;23.40;76.46;Canopy;January;J1;Day
UJ142753;18/01/2017;11:30:00;20.32;96.71;Understory;January;J1;Day
UJ142753;18/01/2017;12:00:00;21.89;87.89;Understory;January;J1;Day
CJ142753;18/01/2017;12:00:00;22.32;87.16;Canopy;January;J1;Day
UJ142753;18/01/2017;12:00:00;20.70;94.11;Understory;January;J1;Day
UJ142753;18/01/2017;12:30:00;21.44;88.44;Understory;January;J1;Day
CJ142753;18/01/2017;12:30:00;23.50;80.02;Canopy;January;J1;Day
UJ142753;18/01/2017;12:30:00;21.29;92.71;Understory;January;J1;Day
UJ142753;18/01/2017;13:00:00;22.39;83.96;Understory;January;J1;Day
CJ142753;18/01/2017;13:00:00;24.24;74.62;Canopy;January;J1;Day
UJ142753;18/01/2017;13:00:00;21.49;89.11;Understory;January;J1;Day
UJ142753;18/01/2017;13:30:00;22.71;81.32;Understory;January;J1;Day
CJ142753;18/01/2017;13:30:00;23.83;86.32;Canopy;January;J1;Day
UJ142753;18/01/2017;13:30:00;21.87;91.67;Understory;January;J1;Day
UJ142753;18/01/2017;14:00:00;22.78;83.09;Understory;January;J1;Day
CJ142753;18/01/2017;14:00:00;24.15;85.70;Canopy;January;J1;Day
UJ142753;18/01/2017;14:00:00;22.30;90.50;Understory;January;J1;Day
UJ142753;18/01/2017;14:30:00;23.57;83.32;Understory;January;J1;Day
CJ142753;18/01/2017;14:30:00;25.62;73.13;Canopy;January;J1;Day
UJ142753;18/01/2017;14:30:00;22.85;87.65;Understory;January;J1;Day
UJ142753;18/01/2017;15:00:00;25.31;76.15;Understory;January;J1;Day
CJ142753;18/01/2017;15:00:00;26.70;65.59;Canopy;January;J1;Day
UJ142753;18/01/2017;15:00:00;22.66;89.83;Understory;January;J1;Day
UJ142753;18/01/2017;15:30:00;24.36;81.91;Understory;January;J1;Day
CJ142753;18/01/2017;15:30:00;28.72;63.64;Canopy;January;J1;Day
UJ142753;18/01/2017;15:30:00;22.92;87.08;Understory;January;J1;Day
UJ142753;18/01/2017;16:00:00;30.29;57.36;Understory;January;J1;Day
CJ142753;18/01/2017;16:00:00;31.38;55.55;Canopy;January;J1;Day
UJ142753;18/01/2017;16:00:00;23.04;88.60;Understory;January;J1;Day
UJ142753;18/01/2017;16:30:00;29.84;64.19;Understory;January;J1;Day
CJ142753;18/01/2017;16:30:00;30.65;55.73;Canopy;January;J1;Day
UJ142753;18/01/2017;16:30:00;22.59;89.81;Understory;January;J1;Day
UJ142753;18/01/2017;17:00:00;24.70;79.35;Understory;January;J1;Day
CJ142753;18/01/2017;17:00:00;30.14;58.63;Canopy;January;J1;Day
UJ142753;18/01/2017;17:00:00;22.44;91.49;Understory;January;J1;Day
UJ142753;18/01/2017;17:30:00;22.99;85.21;Understory;January;J1;Day
CJ142753;18/01/2017;17:30:00;29.84;59.43;Canopy;January;J1;Day
UJ142753;18/01/2017;17:30:00;22.23;91.08;Understory;January;J1;Day
UJ142753;18/01/2017;18:00:00;22.59;89.78;Understory;January;J1;Day
CJ142753;18/01/2017;18:00:00;25.53;71.04;Canopy;January;J1;Day
UJ142753;18/01/2017;18:00:00;21.65;92.72;Understory;January;J1;Day
UJ142753;18/01/2017;18:30:00;22.23;88.57;Understory;January;J1;Night
CJ142753;18/01/2017;18:30:00;23.52;78.30;Canopy;January;J1;Night
UJ142753;18/01/2017;18:30:00;21.51;91.88;Understory;January;J1;Night
UJ142753;18/01/2017;19:00:00;21.75;89.61;Understory;January;J1;Night
CJ142753;18/01/2017;19:00:00;22.03;82.48;Canopy;January;J1;Night
UJ142753;18/01/2017;19:00:00;21.25;92.25;Understory;January;J1;Night
UJ142753;18/01/2017;19:30:00;21.20;90.83;Understory;January;J1;Night
CJ142753;18/01/2017;19:30:00;20.39;87.48;Canopy;January;J1;Night
UJ142753;18/01/2017;19:30:00;20.51;93.19;Understory;January;J1;Night
UJ142753;18/01/2017;20:00:00;20.44;91.56;Understory;January;J1;Night
CJ142753;18/01/2017;20:00:00;19.56;92.09;Canopy;January;J1;Night
UJ142753;18/01/2017;20:00:00;20.08;95.28;Understory;January;J1;Night
UJ142753;18/01/2017;20:30:00;19.96;93.31;Understory;January;J1;Night
CJ142753;18/01/2017;20:30:00;19.13;94.06;Canopy;January;J1;Night
UJ142753;18/01/2017;20:30:00;19.70;95.89;Understory;January;J1;Night
UJ142753;18/01/2017;21:00:00;19.84;93.76;Understory;January;J1;Night
CJ142753;18/01/2017;21:00:00;19.06;94.73;Canopy;January;J1;Night
UJ142753;18/01/2017;21:00:00;19.44;96.90;Understory;January;J1;Night
UJ142753;18/01/2017;21:30:00;19.65;94.14;Understory;January;J1;Night
CJ142753;18/01/2017;21:30:00;18.56;93.60;Canopy;January;J1;Night
UJ142753;18/01/2017;21:30:00;18.96;96.88;Understory;January;J1;Night
UJ142753;18/01/2017;22:00:00;19.22;94.24;Understory;January;J1;Night
CJ142753;18/01/2017;22:00:00;17.92;95.95;Canopy;January;J1;Night
UJ142753;18/01/2017;22:00:00;18.56;97.16;Understory;January;J1;Night
UJ142753;18/01/2017;22:30:00;18.82;94.93;Understory;January;J1;Night
CJ142753;18/01/2017;22:30:00;17.68;96.87;Canopy;January;J1;Night
UJ142753;18/01/2017;22:30:00;18.32;97.77;Understory;January;J1;Night
UJ142753;18/01/2017;23:00:00;18.49;94.95;Understory;January;J1;Night
CJ142753;18/01/2017;23:00:00;17.46;97.36;Canopy;January;J1;Night
UJ142753;18/01/2017;23:00:00;18.15;98.04;Understory;January;J1;Night
UJ142753;18/01/2017;23:30:00;18.20;95.55;Understory;January;J1;Night
CJ142753;18/01/2017;23:30:00;16.94;97.40;Canopy;January;J1;Night
UJ142753;18/01/2017;23:30:00;17.75;97.83;Understory;January;J1;Night
CJ142753;18/01/2017;09:00:00;21.41;71.27;Canopy;January;J1;Day
CJ142753;18/01/2017;09:30:00;21.75;72.10;Canopy;January;J1;Day
CJ142753;18/01/2017;10:00:00;22.44;72.96;Canopy;January;J1;Day
CJ142753;18/01/2017;10:30:00;23.28;73.09;Canopy;January;J1;Day
CJ142753;18/01/2017;11:00:00;24.10;73.37;Canopy;January;J1;Day
CJ142753;18/01/2017;11:30:00;25.84;74.12;Canopy;January;J1;Day
CJ142753;18/01/2017;12:00:00;28.35;59.76;Canopy;January;J1;Day
CJ142753;18/01/2017;12:30:00;25.91;61.98;Canopy;January;J1;Day
CJ142753;18/01/2017;13:00:00;27.31;62.36;Canopy;January;J1;Day
CJ142753;18/01/2017;13:30:00;28.15;62.19;Canopy;January;J1;Day
CJ142753;18/01/2017;14:00:00;29.92;55.94;Canopy;January;J1;Day
CJ142753;18/01/2017;14:30:00;29.84;55.96;Canopy;January;J1;Day
CJ142753;18/01/2017;15:00:00;30.90;53.53;Canopy;January;J1;Day
CJ142753;18/01/2017;15:30:00;28.25;60.56;Canopy;January;J1;Day
CJ142753;18/01/2017;16:00:00;27.65;61.83;Canopy;January;J1;Day
CJ142753;18/01/2017;16:30:00;25.72;71.61;Canopy;January;J1;Day
CJ142753;18/01/2017;17:00:00;24.22;76.51;Canopy;January;J1;Day
CJ142753;18/01/2017;17:30:00;23.71;79.12;Canopy;January;J1;Day
CJ142753;18/01/2017;18:00:00;23.50;79.22;Canopy;January;J1;Day
CJ142753;18/01/2017;18:30:00;22.85;80.50;Canopy;January;J1;Night
CJ142753;18/01/2017;19:00:00;22.25;82.72;Canopy;January;J1;Night
CJ142753;18/01/2017;19:30:00;21.18;86.13;Canopy;January;J1;Night
CJ142753;18/01/2017;20:00:00;19.75;91.28;Canopy;January;J1;Night
CJ142753;18/01/2017;20:30:00;19.10;93.76;Canopy;January;J1;Night
CJ142753;18/01/2017;21:00:00;19.39;93.73;Canopy;January;J1;Night
CJ142753;18/01/2017;21:30:00;19.06;93.64;Canopy;January;J1;Night
CJ142753;18/01/2017;22:00:00;18.01;95.27;Canopy;January;J1;Night
CJ142753;18/01/2017;22:30:00;17.51;97.09;Canopy;January;J1;Night
CJ142753;18/01/2017;23:00:00;17.32;97.63;Canopy;January;J1;Night
CJ142753;18/01/2017;23:30:00;16.94;97.97;Canopy;January;J1;Night
UJ142754;19/01/2017;00:00:00;17.72;95.27;Understory;January;J1;Night
CJ142754;19/01/2017;00:00:00;16.56;97.20;Canopy;January;J1;Night
UJ142754;19/01/2017;00:00:00;17.30;97.50;Understory;January;J1;Night
UJ142754;19/01/2017;00:30:00;17.27;95.73;Understory;January;J1;Night
CJ142754;19/01/2017;00:30:00;16.25;97.96;Canopy;January;J1;Night
UJ142754;19/01/2017;00:30:00;16.84;98.41;Understory;January;J1;Night
UJ142754;19/01/2017;01:00:00;17.01;95.71;Understory;January;J1;Night
CJ142754;19/01/2017;01:00:00;15.89;98.56;Canopy;January;J1;Night
UJ142754;19/01/2017;01:00:00;16.68;98.46;Understory;January;J1;Night
UJ142754;19/01/2017;01:30:00;16.82;96.60;Understory;January;J1;Night
CJ142754;19/01/2017;01:30:00;15.89;99.01;Canopy;January;J1;Night
UJ142754;19/01/2017;01:30:00;16.53;98.63;Understory;January;J1;Night
UJ142754;19/01/2017;02:00:00;16.77;96.79;Understory;January;J1;Night
CJ142754;19/01/2017;02:00:00;16.11;98.67;Canopy;January;J1;Night
UJ142754;19/01/2017;02:00:00;16.56;98.63;Understory;January;J1;Night
UJ142754;19/01/2017;02:30:00;16.94;96.99;Understory;January;J1;Night
CJ142754;19/01/2017;02:30:00;16.23;98.44;Canopy;January;J1;Night
UJ142754;19/01/2017;02:30:00;16.65;98.69;Understory;January;J1;Night
UJ142754;19/01/2017;03:00:00;17.08;97.03;Understory;January;J1;Night
CJ142754;19/01/2017;03:00:00;16.27;98.25;Canopy;January;J1;Night
UJ142754;19/01/2017;03:00:00;16.80;98.88;Understory;January;J1;Night
UJ142754;19/01/2017;03:30:00;16.89;96.98;Understory;January;J1;Night
CJ142754;19/01/2017;03:30:00;16.23;98.90;Canopy;January;J1;Night
UJ142754;19/01/2017;03:30:00;16.75;98.99;Understory;January;J1;Night
UJ142754;19/01/2017;04:00:00;16.94;97.40;Understory;January;J1;Night
CJ142754;19/01/2017;04:00:00;16.18;98.91;Canopy;January;J1;Night
UJ142754;19/01/2017;04:00:00;16.70;99.19;Understory;January;J1;Night
UJ142754;19/01/2017;04:30:00;16.77;97.33;Understory;January;J1;Night
CJ142754;19/01/2017;04:30:00;15.80;98.43;Canopy;January;J1;Night
UJ142754;19/01/2017;04:30:00;16.58;99.10;Understory;January;J1;Night
UJ142754;19/01/2017;05:00:00;16.37;96.89;Understory;January;J1;Night
CJ142754;19/01/2017;05:00:00;15.27;99.10;Canopy;January;J1;Night
UJ142754;19/01/2017;05:00:00;16.18;98.74;Understory;January;J1;Night
UJ142754;19/01/2017;05:30:00;16.11;97.44;Understory;January;J1;Night
CJ142754;19/01/2017;05:30:00;15.22;99.34;Canopy;January;J1;Night
UJ142754;19/01/2017;05:30:00;15.94;99.13;Understory;January;J1;Night
UJ142754;19/01/2017;06:00:00;15.94;97.49;Understory;January;J1;Night
CJ142754;19/01/2017;06:00:00;15.18;99.33;Canopy;January;J1;Night
UJ142754;19/01/2017;06:00:00;15.84;99.36;Understory;January;J1;Night
UJ142754;19/01/2017;06:30:00;16.01;97.28;Understory;January;J1;Night
CJ142754;19/01/2017;06:30:00;15.10;99.18;Canopy;January;J1;Night
UJ142754;19/01/2017;06:30:00;15.80;99.09;Understory;January;J1;Night
UJ142754;19/01/2017;07:00:00;15.77;97.60;Understory;January;J1;Night
CJ142754;19/01/2017;07:00:00;14.98;99.38;Canopy;January;J1;Night
UJ142754;19/01/2017;07:00:00;15.65;99.25;Understory;January;J1;Night
UJ142754;19/01/2017;07:30:00;15.72;97.79;Understory;January;J1;Night
CJ142754;19/01/2017;07:30:00;15.06;99.34;Canopy;January;J1;Night
UJ142754;19/01/2017;07:30:00;15.56;99.43;Understory;January;J1;Night
UJ142754;19/01/2017;08:00:00;15.84;98.11;Understory;January;J1;Day
CJ142754;19/01/2017;08:00:00;21.39;81.35;Canopy;January;J1;Day
UJ142754;19/01/2017;08:00:00;15.92;99.12;Understory;January;J1;Day
UJ142754;19/01/2017;08:30:00;16.30;98.51;Understory;January;J1;Day
CJ142754;19/01/2017;08:30:00;17.27;90.94;Canopy;January;J1;Day
UJ142754;19/01/2017;08:30:00;16.34;98.17;Understory;January;J1;Day
UJ142754;19/01/2017;09:00:00;16.80;95.81;Understory;January;J1;Day
CJ142754;19/01/2017;09:00:00;18.94;83.57;Canopy;January;J1;Day
UJ142754;19/01/2017;09:00:00;17.13;93.76;Understory;January;J1;Day
UJ142754;19/01/2017;09:30:00;17.32;95.53;Understory;January;J1;Day
CJ142754;19/01/2017;09:30:00;19.84;78.65;Canopy;January;J1;Day
UJ142754;19/01/2017;09:30:00;17.89;90.61;Understory;January;J1;Day
UJ142754;19/01/2017;10:00:00;17.84;89.80;Understory;January;J1;Day
CJ142754;19/01/2017;10:00:00;19.94;76.48;Canopy;January;J1;Day
UJ142754;19/01/2017;10:00:00;18.49;88.39;Understory;January;J1;Day
UJ142754;19/01/2017;10:30:00;18.77;87.29;Understory;January;J1;Day
CJ142754;19/01/2017;10:30:00;20.41;73.93;Canopy;January;J1;Day
UJ142754;19/01/2017;10:30:00;19.03;84.37;Understory;January;J1;Day
UJ142754;19/01/2017;11:00:00;19.18;84.43;Understory;January;J1;Day
CJ142754;19/01/2017;11:00:00;21.41;68.92;Canopy;January;J1;Day
UJ142754;19/01/2017;11:00:00;19.82;78.76;Understory;January;J1;Day
UJ142754;19/01/2017;11:30:00;19.89;81.56;Understory;January;J1;Day
CJ142754;19/01/2017;11:30:00;22.47;65.50;Canopy;January;J1;Day
UJ142754;19/01/2017;11:30:00;20.34;77.53;Understory;January;J1;Day
UJ142754;19/01/2017;12:00:00;20.96;80.21;Understory;January;J1;Day
CJ142754;19/01/2017;12:00:00;22.90;61.89;Canopy;January;J1;Day
UJ142754;19/01/2017;12:00:00;20.98;73.17;Understory;January;J1;Day
UJ142754;19/01/2017;12:30:00;21.22;75.56;Understory;January;J1;Day
CJ142754;19/01/2017;12:30:00;23.42;60.72;Canopy;January;J1;Day
UJ142754;19/01/2017;12:30:00;21.84;68.52;Understory;January;J1;Day
UJ142754;19/01/2017;13:00:00;21.96;76.20;Understory;January;J1;Day
CJ142754;19/01/2017;13:00:00;23.79;59.27;Canopy;January;J1;Day
UJ142754;19/01/2017;13:00:00;21.82;71.41;Understory;January;J1;Day
UJ142754;19/01/2017;13:30:00;22.06;74.43;Understory;January;J1;Day
CJ142754;19/01/2017;13:30:00;24.65;58.76;Canopy;January;J1;Day
UJ142754;19/01/2017;13:30:00;22.37;70.63;Understory;January;J1;Day
UJ142754;19/01/2017;14:00:00;22.42;72.20;Understory;January;J1;Day
CJ142754;19/01/2017;14:00:00;25.02;61.28;Canopy;January;J1;Day
UJ142754;19/01/2017;14:00:00;22.06;73.12;Understory;January;J1;Day
UJ142754;19/01/2017;14:30:00;22.37;77.69;Understory;January;J1;Day
CJ142754;19/01/2017;14:30:00;24.44;61.22;Canopy;January;J1;Day
UJ142754;19/01/2017;14:30:00;22.13;73.43;Understory;January;J1;Day
UJ142754;19/01/2017;15:00:00;23.14;72.01;Understory;January;J1;Day
CJ142754;19/01/2017;15:00:00;25.33;55.06;Canopy;January;J1;Day
UJ142754;19/01/2017;15:00:00;21.87;73.49;Understory;January;J1;Day
UJ142754;19/01/2017;15:30:00;23.74;68.36;Understory;January;J1;Day
CJ142754;19/01/2017;15:30:00;25.38;59.27;Canopy;January;J1;Day
UJ142754;19/01/2017;15:30:00;21.80;73.97;Understory;January;J1;Day
UJ142754;19/01/2017;16:00:00;31.92;54.73;Understory;January;J1;Day
CJ142754;19/01/2017;16:00:00;27.51;52.81;Canopy;January;J1;Day
UJ142754;19/01/2017;16:00:00;21.63;74.05;Understory;January;J1;Day
UJ142754;19/01/2017;16:30:00;29.74;51.42;Understory;January;J1;Day
CJ142754;19/01/2017;16:30:00;28.10;53.21;Canopy;January;J1;Day
UJ142754;19/01/2017;16:30:00;21.34;76.59;Understory;January;J1;Day
UJ142754;19/01/2017;17:00:00;23.91;69.61;Understory;January;J1;Day
CJ142754;19/01/2017;17:00:00;27.48;54.33;Canopy;January;J1;Day
UJ142754;19/01/2017;17:00:00;21.03;78.07;Understory;January;J1;Day
UJ142754;19/01/2017;17:30:00;21.87;78.02;Understory;January;J1;Day
CJ142754;19/01/2017;17:30:00;26.92;55.45;Canopy;January;J1;Day
UJ142754;19/01/2017;17:30:00;20.56;79.76;Understory;January;J1;Day
UJ142754;19/01/2017;18:00:00;21.13;82.64;Understory;January;J1;Day
CJ142754;19/01/2017;18:00:00;24.27;64.21;Canopy;January;J1;Day
UJ142754;19/01/2017;18:00:00;20.08;83.61;Understory;January;J1;Day
UJ142754;19/01/2017;18:30:00;20.56;82.65;Understory;January;J1;Night
CJ142754;19/01/2017;18:30:00;20.89;74.49;Canopy;January;J1;Night
UJ142754;19/01/2017;18:30:00;19.60;84.41;Understory;January;J1;Night
UJ142754;19/01/2017;19:00:00;20.01;82.87;Understory;January;J1;Night
CJ142754;19/01/2017;19:00:00;19.48;79.93;Canopy;January;J1;Night
UJ142754;19/01/2017;19:00:00;19.15;84.95;Understory;January;J1;Night
UJ142754;19/01/2017;19:30:00;19.41;84.62;Understory;January;J1;Night
CJ142754;19/01/2017;19:30:00;18.89;81.00;Canopy;January;J1;Night
UJ142754;19/01/2017;19:30:00;18.51;86.25;Understory;January;J1;Night
UJ142754;19/01/2017;20:00:00;18.56;83.90;Understory;January;J1;Night
CJ142754;19/01/2017;20:00:00;17.53;84.22;Canopy;January;J1;Night
UJ142754;19/01/2017;20:00:00;17.82;87.37;Understory;January;J1;Night
UJ142754;19/01/2017;20:30:00;17.70;85.13;Understory;January;J1;Night
CJ142754;19/01/2017;20:30:00;16.80;86.04;Canopy;January;J1;Night
UJ142754;19/01/2017;20:30:00;17.23;88.14;Understory;January;J1;Night
UJ142754;19/01/2017;21:00:00;17.20;88.25;Understory;January;J1;Night
CJ142754;19/01/2017;21:00:00;16.03;90.08;Canopy;January;J1;Night
UJ142754;19/01/2017;21:00:00;16.70;90.80;Understory;January;J1;Night
UJ142754;19/01/2017;21:30:00;16.84;89.87;Understory;January;J1;Night
CJ142754;19/01/2017;21:30:00;15.70;90.76;Canopy;January;J1;Night
UJ142754;19/01/2017;21:30:00;16.39;91.20;Understory;January;J1;Night
UJ142754;19/01/2017;22:00:00;16.49;90.51;Understory;January;J1;Night
CJ142754;19/01/2017;22:00:00;15.34;92.44;Canopy;January;J1;Night
UJ142754;19/01/2017;22:00:00;16.01;92.29;Understory;January;J1;Night
UJ142754;19/01/2017;22:30:00;16.20;92.21;Understory;January;J1;Night
CJ142754;19/01/2017;22:30:00;14.98;94.33;Canopy;January;J1;Night
UJ142754;19/01/2017;22:30:00;15.68;93.93;Understory;January;J1;Night
UJ142754;19/01/2017;23:00:00;16.01;92.74;Understory;January;J1;Night
CJ142754;19/01/2017;23:00:00;14.79;94.82;Canopy;January;J1;Night
UJ142754;19/01/2017;23:00:00;15.46;94.63;Understory;January;J1;Night
UJ142754;19/01/2017;23:30:00;15.89;93.54;Understory;January;J1;Night
CJ142754;19/01/2017;23:30:00;14.84;95.25;Canopy;January;J1;Night
UJ142754;19/01/2017;23:30:00;15.41;95.16;Understory;January;J1;Night
CJ142754;19/01/2017;00:00:00;16.32;98.29;Canopy;January;J1;Night
CJ142754;19/01/2017;00:30:00;15.96;98.83;Canopy;January;J1;Night
CJ142754;19/01/2017;01:00:00;15.61;99.01;Canopy;January;J1;Night
CJ142754;19/01/2017;01:30:00;15.61;99.50;Canopy;January;J1;Night
CJ142754;19/01/2017;02:00:00;16.11;99.51;Canopy;January;J1;Night
CJ142754;19/01/2017;02:30:00;16.27;99.50;Canopy;January;J1;Night
CJ142754;19/01/2017;03:00:00;16.32;99.18;Canopy;January;J1;Night
CJ142754;19/01/2017;03:30:00;15.99;99.90;Canopy;January;J1;Night
CJ142754;19/01/2017;04:00:00;16.01;99.71;Canopy;January;J1;Night
CJ142754;19/01/2017;04:30:00;15.56;99.89;Canopy;January;J1;Night
CJ142754;19/01/2017;05:00:00;15.03;99.89;Canopy;January;J1;Night
CJ142754;19/01/2017;05:30:00;14.86;100.00;Canopy;January;J1;Night
CJ142754;19/01/2017;06:00:00;15.06;100.00;Canopy;January;J1;Night
CJ142754;19/01/2017;06:30:00;15.13;100.00;Canopy;January;J1;Night
CJ142754;19/01/2017;07:00:00;14.86;100.00;Canopy;January;J1;Night
CJ142754;19/01/2017;07:30:00;14.67;100.00;Canopy;January;J1;Night
CJ142754;19/01/2017;08:00:00;15.46;100.00;Canopy;January;J1;Day
