Code;Data;Hora;Time;Temp;UR;Strata;SU;Period
C42787F1;20/02/2017;16:30:00;21/02/2017;28.47;65.99;Canopy;F1;Day
U42787F1;20/02/2017;16:30:00;21/02/2017;22.85;100;Understory;F1;Day
U42787F1;20/02/2017;16:30:00;21/02/2017;25.84;78.58;Understory;F1;Day
C42787F1;20/02/2017;17:00:00;21/02/2017;28.05;62.33;Canopy;F1;Day
C42787F1;20/02/2017;17:00:00;21/02/2017;28.59;64.63;Canopy;F1;Day
U42787F1;20/02/2017;17:00:00;21/02/2017;22.51;100;Understory;F1;Day
U42787F1;20/02/2017;17:00:00;21/02/2017;25.89;76.73;Understory;F1;Day
C42787F1;20/02/2017;17:30:00;21/02/2017;27.75;68.57;Canopy;F1;Day
C42787F1;20/02/2017;17:30:00;21/02/2017;28.3;63.97;Canopy;F1;Day
U42787F1;20/02/2017;17:30:00;21/02/2017;22.61;100;Understory;F1;Day
U42787F1;20/02/2017;17:30:00;21/02/2017;25.77;77.78;Understory;F1;Day
C42787F1;20/02/2017;18:00:00;21/02/2017;27.6;71.81;Canopy;F1;Day
C42787F1;20/02/2017;18:00:00;21/02/2017;28.07;70.13;Canopy;F1;Day
U42787F1;20/02/2017;18:00:00;21/02/2017;22.94;100;Understory;F1;Day
U42787F1;20/02/2017;18:00:00;21/02/2017;25.74;81.24;Understory;F1;Day
C42787F1;20/02/2017;18:30:00;21/02/2017;25.74;84.31;Canopy;F1;Night
C42787F1;20/02/2017;18:30:00;21/02/2017;26.52;81.15;Canopy;F1;Night
U42787F1;20/02/2017;18:30:00;21/02/2017;23.3;100;Understory;F1;Night
U42787F1;20/02/2017;18:30:00;21/02/2017;25.19;87.91;Understory;F1;Night
C42787F1;20/02/2017;19:00:00;21/02/2017;24.82;89.66;Canopy;F1;Night
C42787F1;20/02/2017;19:00:00;21/02/2017;24.73;88.17;Canopy;F1;Night
U42787F1;20/02/2017;19:00:00;21/02/2017;23.38;100;Understory;F1;Night
U42787F1;20/02/2017;19:00:00;21/02/2017;24.27;91.74;Understory;F1;Night
C42787F1;20/02/2017;19:30:00;21/02/2017;23.93;92.26;Canopy;F1;Night
C42787F1;20/02/2017;19:30:00;21/02/2017;23.86;91.21;Canopy;F1;Night
U42787F1;20/02/2017;19:30:00;21/02/2017;23.06;100;Understory;F1;Night
U42787F1;20/02/2017;19:30:00;21/02/2017;23.74;93.38;Understory;F1;Night
C42787F1;20/02/2017;20:00:00;21/02/2017;22.87;90.59;Canopy;F1;Night
C42787F1;20/02/2017;20:00:00;21/02/2017;23.09;94.86;Canopy;F1;Night
U42787F1;20/02/2017;20:00:00;21/02/2017;22.35;100;Understory;F1;Night
U42787F1;20/02/2017;20:00:00;21/02/2017;23.33;95.56;Understory;F1;Night
C42787F1;20/02/2017;20:30:00;21/02/2017;22.13;91.55;Canopy;F1;Night
C42787F1;20/02/2017;20:30:00;21/02/2017;22.37;93.65;Canopy;F1;Night
U42787F1;20/02/2017;20:30:00;21/02/2017;21.53;100;Understory;F1;Night
U42787F1;20/02/2017;20:30:00;21/02/2017;22.75;94.4;Understory;F1;Night
C42787F1;20/02/2017;21:00:00;21/02/2017;21.51;94.85;Canopy;F1;Night
C42787F1;20/02/2017;21:00:00;21/02/2017;22.11;94.02;Canopy;F1;Night
U42787F1;20/02/2017;21:00:00;21/02/2017;21.15;100;Understory;F1;Night
U42787F1;20/02/2017;21:00:00;21/02/2017;22.27;96.88;Understory;F1;Night
C42787F1;20/02/2017;21:30:00;21/02/2017;21.03;95;Canopy;F1;Night
C42787F1;20/02/2017;21:30:00;21/02/2017;21.99;89.45;Canopy;F1;Night
U42787F1;20/02/2017;21:30:00;21/02/2017;20.84;100;Understory;F1;Night
U42787F1;20/02/2017;21:30:00;21/02/2017;21.94;96.13;Understory;F1;Night
C42787F1;20/02/2017;22:00:00;21/02/2017;20.6;95.36;Canopy;F1;Night
C42787F1;20/02/2017;22:00:00;21/02/2017;21.84;85.56;Canopy;F1;Night
U42787F1;20/02/2017;22:00:00;21/02/2017;20.25;100;Understory;F1;Night
U42787F1;20/02/2017;22:00:00;21/02/2017;21.51;94.93;Understory;F1;Night
C42787F1;20/02/2017;22:30:00;21/02/2017;21.22;91.92;Canopy;F1;Night
C42787F1;20/02/2017;22:30:00;21/02/2017;21.27;89.22;Canopy;F1;Night
U42787F1;20/02/2017;22:30:00;21/02/2017;20.08;100;Understory;F1;Night
U42787F1;20/02/2017;22:30:00;21/02/2017;21.29;92.66;Understory;F1;Night
C42787F1;20/02/2017;23:00:00;21/02/2017;21.22;96.76;Canopy;F1;Night
C42787F1;20/02/2017;23:00:00;21/02/2017;21.6;93.35;Canopy;F1;Night
U42787F1;20/02/2017;23:00:00;21/02/2017;20.46;100;Understory;F1;Night
U42787F1;20/02/2017;23:00:00;21/02/2017;21.27;95.35;Understory;F1;Night
C42787F1;20/02/2017;23:30:00;21/02/2017;21.18;96.04;Canopy;F1;Night
C42787F1;20/02/2017;23:30:00;21/02/2017;21.63;92.23;Canopy;F1;Night
U42787F1;20/02/2017;23:30:00;21/02/2017;20.89;100;Understory;F1;Night
U42787F1;20/02/2017;23:30:00;21/02/2017;21.41;96.34;Understory;F1;Night
C42787F1;21/02/2017;00:00:00;21/02/2017;20.98;96.23;Canopy;F1;Night
C42787F1;21/02/2017;00:00:00;21/02/2017;21.56;92.38;Canopy;F1;Night
U42787F1;21/02/2017;00:00:00;21/02/2017;20.72;100;Understory;F1;Night
U42787F1;21/02/2017;00:00:00;21/02/2017;21.22;97.29;Understory;F1;Night
C42787F1;21/02/2017;00:30:00;21/02/2017;20.7;97.47;Canopy;F1;Night
C42787F1;21/02/2017;00:30:00;21/02/2017;21.27;94.87;Canopy;F1;Night
U42787F1;21/02/2017;00:30:00;21/02/2017;20.46;100;Understory;F1;Night
U42787F1;21/02/2017;00:30:00;21/02/2017;21.08;97.99;Understory;F1;Night
C42787F1;21/02/2017;01:00:00;21/02/2017;20.34;97.79;Canopy;F1;Night
C42787F1;21/02/2017;01:00:00;21/02/2017;21.08;93.06;Canopy;F1;Night
U42787F1;21/02/2017;01:00:00;21/02/2017;20.27;100;Understory;F1;Night
U42787F1;21/02/2017;01:00:00;21/02/2017;20.96;97.46;Understory;F1;Night
C42787F1;21/02/2017;01:30:00;21/02/2017;19.89;97.83;Canopy;F1;Night
C42787F1;21/02/2017;01:30:00;21/02/2017;20.94;93.03;Canopy;F1;Night
U42787F1;21/02/2017;01:30:00;21/02/2017;19.96;100;Understory;F1;Night
U42787F1;21/02/2017;01:30:00;21/02/2017;20.67;97.98;Understory;F1;Night
C42787F1;21/02/2017;02:00:00;21/02/2017;19.53;98.3;Canopy;F1;Night
C42787F1;21/02/2017;02:00:00;21/02/2017;20.72;91.04;Canopy;F1;Night
U42787F1;21/02/2017;02:00:00;21/02/2017;19.6;100;Understory;F1;Night
U42787F1;21/02/2017;02:00:00;21/02/2017;20.46;97.93;Understory;F1;Night
C42787F1;21/02/2017;02:30:00;21/02/2017;18.99;98.03;Canopy;F1;Night
C42787F1;21/02/2017;02:30:00;21/02/2017;20.77;86.36;Canopy;F1;Night
U42787F1;21/02/2017;02:30:00;21/02/2017;19.13;100;Understory;F1;Night
U42787F1;21/02/2017;02:30:00;21/02/2017;20.2;98.12;Understory;F1;Night
C42787F1;21/02/2017;03:00:00;21/02/2017;18.37;95.91;Canopy;F1;Night
C42787F1;21/02/2017;03:00:00;21/02/2017;20.91;83.26;Canopy;F1;Night
U42787F1;21/02/2017;03:00:00;21/02/2017;18.6;100;Understory;F1;Night
U42787F1;21/02/2017;03:00:00;21/02/2017;19.75;96.14;Understory;F1;Night
C42787F1;21/02/2017;03:30:00;21/02/2017;17.89;96.05;Canopy;F1;Night
C42787F1;21/02/2017;03:30:00;21/02/2017;20.65;81.72;Canopy;F1;Night
U42787F1;21/02/2017;03:30:00;21/02/2017;18.13;100;Understory;F1;Night
U42787F1;21/02/2017;03:30:00;21/02/2017;19.48;96.57;Understory;F1;Night
C42787F1;21/02/2017;04:00:00;21/02/2017;17.58;96.95;Canopy;F1;Night
C42787F1;21/02/2017;04:00:00;21/02/2017;20.53;76.97;Canopy;F1;Night
U42787F1;21/02/2017;04:00:00;21/02/2017;17.61;100;Understory;F1;Night
U42787F1;21/02/2017;04:00:00;21/02/2017;19.29;94.42;Understory;F1;Night
C42787F1;21/02/2017;04:30:00;21/02/2017;17.3;97.5;Canopy;F1;Night
C42787F1;21/02/2017;04:30:00;21/02/2017;20.51;72.5;Canopy;F1;Night
U42787F1;21/02/2017;04:30:00;21/02/2017;17.34;100;Understory;F1;Night
U42787F1;21/02/2017;04:30:00;21/02/2017;18.94;94.17;Understory;F1;Night
C42787F1;21/02/2017;05:00:00;21/02/2017;17.27;97.47;Canopy;F1;Night
C42787F1;21/02/2017;05:00:00;21/02/2017;20.29;74.83;Canopy;F1;Night
U42787F1;21/02/2017;05:00:00;21/02/2017;17.39;100;Understory;F1;Night
U42787F1;21/02/2017;05:00:00;21/02/2017;18.79;94.32;Understory;F1;Night
C42787F1;21/02/2017;05:30:00;21/02/2017;17.39;97.63;Canopy;F1;Night
C42787F1;21/02/2017;05:30:00;21/02/2017;20.46;75.12;Canopy;F1;Night
U42787F1;21/02/2017;05:30:00;21/02/2017;17.37;100;Understory;F1;Night
U42787F1;21/02/2017;05:30:00;21/02/2017;18.68;94.89;Understory;F1;Night
C42787F1;21/02/2017;06:00:00;21/02/2017;17.51;96.42;Canopy;F1;Night
C42787F1;21/02/2017;06:00:00;21/02/2017;20.94;63.56;Canopy;F1;Night
U42787F1;21/02/2017;06:00:00;21/02/2017;17.53;100;Understory;F1;Night
U42787F1;21/02/2017;06:00:00;21/02/2017;18.34;91.58;Understory;F1;Night
C42787F1;21/02/2017;06:30:00;21/02/2017;17.37;96.69;Canopy;F1;Night
C42787F1;21/02/2017;06:30:00;21/02/2017;20.7;72.51;Canopy;F1;Night
U42787F1;21/02/2017;06:30:00;21/02/2017;17.3;100;Understory;F1;Night
U42787F1;21/02/2017;06:30:00;21/02/2017;18.51;89.07;Understory;F1;Night
C42787F1;21/02/2017;07:00:00;21/02/2017;17.39;97.57;Canopy;F1;Night
C42787F1;21/02/2017;07:00:00;21/02/2017;20.41;78.74;Canopy;F1;Night
U42787F1;21/02/2017;07:00:00;21/02/2017;17.25;100;Understory;F1;Night
U42787F1;21/02/2017;07:00:00;21/02/2017;18.6;91.67;Understory;F1;Night
C42787F1;21/02/2017;07:30:00;21/02/2017;17.39;98.3;Canopy;F1;Night
C42787F1;21/02/2017;07:30:00;21/02/2017;20.13;83.17;Canopy;F1;Night
U42787F1;21/02/2017;07:30:00;21/02/2017;17.13;100;Understory;F1;Night
U42787F1;21/02/2017;07:30:00;21/02/2017;18.72;94.85;Understory;F1;Night
C42787F1;21/02/2017;08:00:00;21/02/2017;18.11;98.69;Canopy;F1;Day
C42787F1;21/02/2017;08:00:00;21/02/2017;20.75;85.25;Canopy;F1;Day
U42787F1;21/02/2017;08:00:00;21/02/2017;17.46;100;Understory;F1;Day
U42787F1;21/02/2017;08:00:00;21/02/2017;19.25;94.96;Understory;F1;Day
C42787F1;21/02/2017;08:30:00;21/02/2017;19.53;97.37;Canopy;F1;Day
C42787F1;21/02/2017;08:30:00;21/02/2017;21.77;84.32;Canopy;F1;Day
U42787F1;21/02/2017;08:30:00;21/02/2017;18.3;100;Understory;F1;Day
U42787F1;21/02/2017;08:30:00;21/02/2017;19.79;96.02;Understory;F1;Day
C42787F1;21/02/2017;09:00:00;21/02/2017;21.2;93.17;Canopy;F1;Day
C42787F1;21/02/2017;09:00:00;21/02/2017;22.54;83.71;Canopy;F1;Day
U42787F1;21/02/2017;09:00:00;21/02/2017;18.91;100;Understory;F1;Day
U42787F1;21/02/2017;09:00:00;21/02/2017;20.27;96.15;Understory;F1;Day
C42787F1;21/02/2017;09:30:00;21/02/2017;23.04;84.83;Canopy;F1;Day
C42787F1;21/02/2017;09:30:00;21/02/2017;24.61;76.44;Canopy;F1;Day
U42787F1;21/02/2017;09:30:00;21/02/2017;19.67;100;Understory;F1;Day
U42787F1;21/02/2017;09:30:00;21/02/2017;21.46;92.78;Understory;F1;Day
C42788F1;21/02/2017;10:00:00;22/02/2017;25.14;77.94;Canopy;F1;Day
C42788F1;21/02/2017;10:00:00;22/02/2017;25.55;73.65;Canopy;F1;Day
U42788F1;21/02/2017;10:00:00;22/02/2017;20.6;100;Understory;F1;Day
U42788F1;21/02/2017;10:00:00;22/02/2017;22.23;90.92;Understory;F1;Day
C42788F1;21/02/2017;10:30:00;22/02/2017;26.33;72.2;Canopy;F1;Day
C42788F1;21/02/2017;10:30:00;22/02/2017;26.74;69.5;Canopy;F1;Day
U42788F1;21/02/2017;10:30:00;22/02/2017;21.08;100;Understory;F1;Day
U42788F1;21/02/2017;10:30:00;22/02/2017;22.85;88.34;Understory;F1;Day
C42788F1;21/02/2017;11:00:00;22/02/2017;27.16;68.64;Canopy;F1;Day
C42788F1;21/02/2017;11:00:00;22/02/2017;29.04;60.78;Canopy;F1;Day
U42788F1;21/02/2017;11:00:00;22/02/2017;21.49;100;Understory;F1;Day
U42788F1;21/02/2017;11:00:00;22/02/2017;23.3;89.49;Understory;F1;Day
C42788F1;21/02/2017;11:30:00;22/02/2017;27.33;63.96;Canopy;F1;Day
C42788F1;21/02/2017;11:30:00;22/02/2017;28.74;58.64;Canopy;F1;Day
U42788F1;21/02/2017;11:30:00;22/02/2017;21.87;100;Understory;F1;Day
U42788F1;21/02/2017;11:30:00;22/02/2017;23.79;82.92;Understory;F1;Day
C42788F1;21/02/2017;12:00:00;22/02/2017;27.55;66.38;Canopy;F1;Day
C42788F1;21/02/2017;12:00:00;22/02/2017;29.07;58.28;Canopy;F1;Day
U42788F1;21/02/2017;12:00:00;22/02/2017;22.18;100;Understory;F1;Day
U42788F1;21/02/2017;12:00:00;22/02/2017;24;82.34;Understory;F1;Day
C42788F1;21/02/2017;12:30:00;22/02/2017;27.85;62.32;Canopy;F1;Day
C42788F1;21/02/2017;12:30:00;22/02/2017;30.27;59.18;Canopy;F1;Day
U42788F1;21/02/2017;12:30:00;22/02/2017;22.59;100;Understory;F1;Day
U42788F1;21/02/2017;12:30:00;22/02/2017;24.94;80.29;Understory;F1;Day
C42788F1;21/02/2017;13:00:00;22/02/2017;28.59;60.21;Canopy;F1;Day
C42788F1;21/02/2017;13:00:00;22/02/2017;30.9;53.82;Canopy;F1;Day
U42788F1;21/02/2017;13:00:00;22/02/2017;23.11;100;Understory;F1;Day
U42788F1;21/02/2017;13:00:00;22/02/2017;25.36;77.18;Understory;F1;Day
C42788F1;21/02/2017;13:30:00;22/02/2017;29.52;56.83;Canopy;F1;Day
C42788F1;21/02/2017;13:30:00;22/02/2017;30.09;57.17;Canopy;F1;Day
U42788F1;21/02/2017;13:30:00;22/02/2017;23.57;100;Understory;F1;Day
U42788F1;21/02/2017;13:30:00;22/02/2017;25.7;74.97;Understory;F1;Day
C42788F1;21/02/2017;14:00:00;22/02/2017;28.57;60.89;Canopy;F1;Day
C42788F1;21/02/2017;14:00:00;22/02/2017;30.9;56.15;Canopy;F1;Day
U42788F1;21/02/2017;14:00:00;22/02/2017;23.35;100;Understory;F1;Day
U42788F1;21/02/2017;14:00:00;22/02/2017;25.74;75.3;Understory;F1;Day
C42788F1;21/02/2017;14:30:00;22/02/2017;30.19;54.58;Canopy;F1;Day
C42788F1;21/02/2017;14:30:00;22/02/2017;29.34;66.29;Canopy;F1;Day
U42788F1;21/02/2017;14:30:00;22/02/2017;24.07;100;Understory;F1;Day
U42788F1;21/02/2017;14:30:00;22/02/2017;25.84;81.34;Understory;F1;Day
C42788F1;21/02/2017;15:00:00;22/02/2017;28.07;68.05;Canopy;F1;Day
C42788F1;21/02/2017;15:00:00;22/02/2017;29.74;64.73;Canopy;F1;Day
U42788F1;21/02/2017;15:00:00;22/02/2017;24.2;100;Understory;F1;Day
U42788F1;21/02/2017;15:00:00;22/02/2017;25.84;82.57;Understory;F1;Day
C42788F1;21/02/2017;15:30:00;22/02/2017;28.67;67.94;Canopy;F1;Day
C42788F1;21/02/2017;15:30:00;22/02/2017;29.94;66.06;Canopy;F1;Day
U42788F1;21/02/2017;15:30:00;22/02/2017;24.85;99.41;Understory;F1;Day
U42788F1;21/02/2017;15:30:00;22/02/2017;25.84;81.46;Understory;F1;Day
C42788F1;21/02/2017;16:00:00;22/02/2017;27.33;73.52;Canopy;F1;Day
C42788F1;21/02/2017;16:00:00;22/02/2017;27.78;73.22;Canopy;F1;Day
U42788F1;21/02/2017;16:00:00;22/02/2017;24.39;99.32;Understory;F1;Day
U42788F1;21/02/2017;16:00:00;22/02/2017;25.45;85.18;Understory;F1;Day
C42788F1;21/02/2017;16:30:00;22/02/2017;26.5;77.82;Canopy;F1;Day
C42788F1;21/02/2017;16:30:00;22/02/2017;26.67;77.3;Canopy;F1;Day
U42788F1;21/02/2017;16:30:00;22/02/2017;24.1;99.37;Understory;F1;Day
U42788F1;21/02/2017;16:30:00;22/02/2017;25.11;87.06;Understory;F1;Day
C42788F1;21/02/2017;17:00:00;22/02/2017;25.65;82.02;Canopy;F1;Day
C42788F1;21/02/2017;17:00:00;22/02/2017;26.55;80.35;Canopy;F1;Day
U42788F1;21/02/2017;17:00:00;22/02/2017;23.79;99.58;Understory;F1;Day
U42788F1;21/02/2017;17:00:00;22/02/2017;24.63;89.14;Understory;F1;Day
C42788F1;21/02/2017;17:30:00;22/02/2017;25.67;82.51;Canopy;F1;Day
C42788F1;21/02/2017;17:30:00;22/02/2017;25.57;84.56;Canopy;F1;Day
U42788F1;21/02/2017;17:30:00;22/02/2017;23.83;98.51;Understory;F1;Day
U42788F1;21/02/2017;17:30:00;22/02/2017;24.44;90.75;Understory;F1;Day
C42788F1;21/02/2017;18:00:00;22/02/2017;24.24;93.21;Canopy;F1;Day
C42788F1;21/02/2017;18:00:00;22/02/2017;25.6;82.43;Canopy;F1;Day
U42788F1;21/02/2017;18:00:00;22/02/2017;23.42;100;Understory;F1;Day
U42788F1;21/02/2017;18:00:00;22/02/2017;24.15;92.59;Understory;F1;Day
C42788F1;21/02/2017;18:30:00;22/02/2017;23.62;93.48;Canopy;F1;Night
C42788F1;21/02/2017;18:30:00;22/02/2017;24.75;87.54;Canopy;F1;Night
U42788F1;21/02/2017;18:30:00;22/02/2017;23.18;99.96;Understory;F1;Night
U42788F1;21/02/2017;18:30:00;22/02/2017;23.95;93.3;Understory;F1;Night
C42788F1;21/02/2017;19:00:00;22/02/2017;22.97;95.68;Canopy;F1;Night
C42788F1;21/02/2017;19:00:00;22/02/2017;23.67;90.07;Canopy;F1;Night
U42788F1;21/02/2017;19:00:00;22/02/2017;22.78;100;Understory;F1;Night
U42788F1;21/02/2017;19:00:00;22/02/2017;23.33;93.55;Understory;F1;Night
C42788F1;21/02/2017;19:30:00;22/02/2017;22.73;95.83;Canopy;F1;Night
C42788F1;21/02/2017;19:30:00;22/02/2017;23.23;92.22;Canopy;F1;Night
U42788F1;21/02/2017;19:30:00;22/02/2017;22.54;100;Understory;F1;Night
U42788F1;21/02/2017;19:30:00;22/02/2017;23.02;95.27;Understory;F1;Night
C42788F1;21/02/2017;20:00:00;22/02/2017;22.23;96.44;Canopy;F1;Night
C42788F1;21/02/2017;20:00:00;22/02/2017;22.66;93.57;Canopy;F1;Night
U42788F1;21/02/2017;20:00:00;22/02/2017;22.18;100;Understory;F1;Night
U42788F1;21/02/2017;20:00:00;22/02/2017;22.78;95.74;Understory;F1;Night
C42788F1;21/02/2017;20:30:00;22/02/2017;21.99;97.15;Canopy;F1;Night
C42788F1;21/02/2017;20:30:00;22/02/2017;22.3;93.69;Canopy;F1;Night
U42788F1;21/02/2017;20:30:00;22/02/2017;21.92;100;Understory;F1;Night
U42788F1;21/02/2017;20:30:00;22/02/2017;22.37;96.06;Understory;F1;Night
C42788F1;21/02/2017;21:00:00;22/02/2017;21.44;94.99;Canopy;F1;Night
C42788F1;21/02/2017;21:00:00;22/02/2017;20.72;88.65;Canopy;F1;Night
U42788F1;21/02/2017;21:00:00;22/02/2017;21.46;100;Understory;F1;Night
U42788F1;21/02/2017;21:00:00;22/02/2017;21.25;89.92;Understory;F1;Night
C42788F1;21/02/2017;21:30:00;22/02/2017;19.98;95.23;Canopy;F1;Night
C42788F1;21/02/2017;21:30:00;22/02/2017;19.56;94.54;Canopy;F1;Night
U42788F1;21/02/2017;21:30:00;22/02/2017;20.08;99.25;Understory;F1;Night
U42788F1;21/02/2017;21:30:00;22/02/2017;20.06;95.19;Understory;F1;Night
C42788F1;21/02/2017;22:00:00;22/02/2017;20.03;97.66;Canopy;F1;Night
C42788F1;21/02/2017;22:00:00;22/02/2017;20.39;95.15;Canopy;F1;Night
U42788F1;21/02/2017;22:00:00;22/02/2017;20.08;100;Understory;F1;Night
U42788F1;21/02/2017;22:00:00;22/02/2017;20.25;96.51;Understory;F1;Night
C42788F1;21/02/2017;22:30:00;22/02/2017;20.41;98.96;Canopy;F1;Night
C42788F1;21/02/2017;22:30:00;22/02/2017;20.03;96.82;Canopy;F1;Night
U42788F1;21/02/2017;22:30:00;22/02/2017;20.15;100;Understory;F1;Night
U42788F1;21/02/2017;22:30:00;22/02/2017;20.27;97.07;Understory;F1;Night
C42788F1;21/02/2017;23:00:00;22/02/2017;20.53;99.01;Canopy;F1;Night
C42788F1;21/02/2017;23:00:00;22/02/2017;20.2;98.79;Canopy;F1;Night
U42788F1;21/02/2017;23:00:00;22/02/2017;20.37;100;Understory;F1;Night
U42788F1;21/02/2017;23:00:00;22/02/2017;20.6;98.59;Understory;F1;Night
C42788F1;21/02/2017;23:30:00;22/02/2017;20.58;99;Canopy;F1;Night
C42788F1;21/02/2017;23:30:00;22/02/2017;20.65;98.47;Canopy;F1;Night
U42788F1;21/02/2017;23:30:00;22/02/2017;20.53;100;Understory;F1;Night
U42788F1;21/02/2017;23:30:00;22/02/2017;20.96;98.48;Understory;F1;Night
C42788F1;22/02/2017;00:00:00;22/02/2017;20.56;98.89;Canopy;F1;Night
C42788F1;22/02/2017;00:00:00;22/02/2017;20.84;97.45;Canopy;F1;Night
U42788F1;22/02/2017;00:00:00;22/02/2017;20.6;100;Understory;F1;Night
U42788F1;22/02/2017;00:00:00;22/02/2017;21.06;98.14;Understory;F1;Night
C42788F1;22/02/2017;00:30:00;22/02/2017;20.25;98.88;Canopy;F1;Night
C42788F1;22/02/2017;00:30:00;22/02/2017;20.6;96.58;Canopy;F1;Night
U42788F1;22/02/2017;00:30:00;22/02/2017;20.41;100;Understory;F1;Night
U42788F1;22/02/2017;00:30:00;22/02/2017;20.67;97.41;Understory;F1;Night
C42788F1;22/02/2017;01:00:00;22/02/2017;19.96;99.04;Canopy;F1;Night
C42788F1;22/02/2017;01:00:00;22/02/2017;20.37;96.78;Canopy;F1;Night
U42788F1;22/02/2017;01:00:00;22/02/2017;20.06;100;Understory;F1;Night
U42788F1;22/02/2017;01:00:00;22/02/2017;20.56;98.11;Understory;F1;Night
C42788F1;22/02/2017;01:30:00;22/02/2017;19.75;99.29;Canopy;F1;Night
C42788F1;22/02/2017;01:30:00;22/02/2017;20.51;97.31;Canopy;F1;Night
U42788F1;22/02/2017;01:30:00;22/02/2017;19.72;100;Understory;F1;Night
U42788F1;22/02/2017;01:30:00;22/02/2017;20.46;98.42;Understory;F1;Night
C42788F1;22/02/2017;02:00:00;22/02/2017;19.65;99.48;Canopy;F1;Night
C42788F1;22/02/2017;02:00:00;22/02/2017;20.6;97.23;Canopy;F1;Night
U42788F1;22/02/2017;02:00:00;22/02/2017;19.39;100;Understory;F1;Night
U42788F1;22/02/2017;02:00:00;22/02/2017;20.6;98.64;Understory;F1;Night
C42788F1;22/02/2017;02:30:00;22/02/2017;19.44;99.62;Canopy;F1;Night
C42788F1;22/02/2017;02:30:00;22/02/2017;20.32;97.84;Canopy;F1;Night
U42788F1;22/02/2017;02:30:00;22/02/2017;19.08;100;Understory;F1;Night
U42788F1;22/02/2017;02:30:00;22/02/2017;20.63;98.49;Understory;F1;Night
C42788F1;22/02/2017;03:00:00;22/02/2017;19.13;99.54;Canopy;F1;Night
C42788F1;22/02/2017;03:00:00;22/02/2017;20.17;98.27;Canopy;F1;Night
U42788F1;22/02/2017;03:00:00;22/02/2017;18.89;100;Understory;F1;Night
U42788F1;22/02/2017;03:00:00;22/02/2017;20.39;98.85;Understory;F1;Night
C42788F1;22/02/2017;03:30:00;22/02/2017;18.89;99.78;Canopy;F1;Night
C42788F1;22/02/2017;03:30:00;22/02/2017;20.25;96.72;Canopy;F1;Night
U42788F1;22/02/2017;03:30:00;22/02/2017;18.72;100;Understory;F1;Night
U42788F1;22/02/2017;03:30:00;22/02/2017;20.37;98.53;Understory;F1;Night
C42788F1;22/02/2017;04:00:00;22/02/2017;18.96;99.93;Canopy;F1;Night
C42788F1;22/02/2017;04:00:00;22/02/2017;20.34;95.59;Canopy;F1;Night
U42788F1;22/02/2017;04:00:00;22/02/2017;18.63;100;Understory;F1;Night
U42788F1;22/02/2017;04:00:00;22/02/2017;20.32;98.38;Understory;F1;Night
C42788F1;22/02/2017;04:30:00;22/02/2017;18.89;99.83;Canopy;F1;Night
C42788F1;22/02/2017;04:30:00;22/02/2017;20.13;94.21;Canopy;F1;Night
U42788F1;22/02/2017;04:30:00;22/02/2017;18.7;100;Understory;F1;Night
U42788F1;22/02/2017;04:30:00;22/02/2017;20.17;98.01;Understory;F1;Night
C42788F1;22/02/2017;05:00:00;22/02/2017;18.6;99.6;Canopy;F1;Night
C42788F1;22/02/2017;05:00:00;22/02/2017;19.63;95.24;Canopy;F1;Night
U42788F1;22/02/2017;05:00:00;22/02/2017;18.53;100;Understory;F1;Night
U42788F1;22/02/2017;05:00:00;22/02/2017;19.79;97.64;Understory;F1;Night
C42788F1;22/02/2017;05:30:00;22/02/2017;18.37;99.59;Canopy;F1;Night
C42788F1;22/02/2017;05:30:00;22/02/2017;19.44;95.09;Canopy;F1;Night
U42788F1;22/02/2017;05:30:00;22/02/2017;18.22;100;Understory;F1;Night
U42788F1;22/02/2017;05:30:00;22/02/2017;19.46;98.39;Understory;F1;Night
C42788F1;22/02/2017;06:00:00;22/02/2017;18.39;99.7;Canopy;F1;Night
C42788F1;22/02/2017;06:00:00;22/02/2017;19.48;95.28;Canopy;F1;Night
U42788F1;22/02/2017;06:00:00;22/02/2017;18.13;100;Understory;F1;Night
U42788F1;22/02/2017;06:00:00;22/02/2017;19.32;98.76;Understory;F1;Night
C42788F1;22/02/2017;06:30:00;22/02/2017;18.39;99.18;Canopy;F1;Night
C42788F1;22/02/2017;06:30:00;22/02/2017;19.34;95.06;Canopy;F1;Night
U42788F1;22/02/2017;06:30:00;22/02/2017;18.41;100;Understory;F1;Night
U42788F1;22/02/2017;06:30:00;22/02/2017;19.34;99.06;Understory;F1;Night
C42788F1;22/02/2017;07:00:00;22/02/2017;18.01;99.08;Canopy;F1;Night
C42788F1;22/02/2017;07:00:00;22/02/2017;18.72;96.21;Canopy;F1;Night
U42788F1;22/02/2017;07:00:00;22/02/2017;18.22;100;Understory;F1;Night
U42788F1;22/02/2017;07:00:00;22/02/2017;19.03;98.43;Understory;F1;Night
C42788F1;22/02/2017;07:30:00;22/02/2017;17.77;99.02;Canopy;F1;Night
C42788F1;22/02/2017;07:30:00;22/02/2017;18.65;96.4;Canopy;F1;Night
U42788F1;22/02/2017;07:30:00;22/02/2017;17.99;100;Understory;F1;Night
U42788F1;22/02/2017;07:30:00;22/02/2017;18.77;98.98;Understory;F1;Night
C42788F1;22/02/2017;08:00:00;22/02/2017;18.06;98.89;Canopy;F1;Day
C42788F1;22/02/2017;08:00:00;22/02/2017;19.41;93.39;Canopy;F1;Day
