Code;Data;Hora;Time;Temp;UR;Strata;SU;Period
C42753J1;17/01/2017;15:00:00;18/01/2017;26.79;68.37;Canopy;J1;Day
U42753J1;17/01/2017;15:00:00;18/01/2017;22.54;96.31;Understory;J1;Day
C42753J1;17/01/2017;15:30:00;18/01/2017;27.63;66.91;Canopy;J1;Day
U42753J1;17/01/2017;15:30:00;18/01/2017;22.37;95.39;Understory;J1;Day
C42753J1;17/01/2017;16:00:00;18/01/2017;30.55;51.97;Canopy;J1;Day
U42753J1;17/01/2017;16:00:00;18/01/2017;22.27;93.09;Understory;J1;Day
C42753J1;17/01/2017;16:30:00;18/01/2017;29.19;57.07;Canopy;J1;Day
U42753J1;17/01/2017;16:30:00;18/01/2017;22.27;92.1;Understory;J1;Day
C42753J1;17/01/2017;17:00:00;18/01/2017;33;45.47;Canopy;J1;Day
U42753J1;17/01/2017;17:00:00;18/01/2017;22.2;89.03;Understory;J1;Day
C42753J1;17/01/2017;17:30:00;18/01/2017;26.11;67.64;Canopy;J1;Day
U42753J1;17/01/2017;17:30:00;18/01/2017;21.96;90.75;Understory;J1;Day
C42753J1;17/01/2017;18:00:00;18/01/2017;26.26;66.61;Canopy;J1;Day
U42753J1;17/01/2017;18:00:00;18/01/2017;21.89;93.24;Understory;J1;Day
C42753J1;17/01/2017;18:30:00;18/01/2017;24.48;75.08;Canopy;J1;Night
U42753J1;17/01/2017;18:30:00;18/01/2017;21.77;92.48;Understory;J1;Night
C42753J1;17/01/2017;19:00:00;18/01/2017;22.06;82.23;Canopy;J1;Night
U42753J1;17/01/2017;19:00:00;18/01/2017;21.22;92.08;Understory;J1;Night
C42753J1;17/01/2017;19:30:00;18/01/2017;21.22;85.61;Canopy;J1;Night
U42753J1;17/01/2017;19:30:00;18/01/2017;20.7;94.8;Understory;J1;Night
C42753J1;17/01/2017;20:00:00;18/01/2017;20.17;92.97;Canopy;J1;Night
U42753J1;17/01/2017;20:00:00;18/01/2017;20.32;96.58;Understory;J1;Night
C42753J1;17/01/2017;20:30:00;18/01/2017;19.22;96.68;Canopy;J1;Night
U42753J1;17/01/2017;20:30:00;18/01/2017;19.63;98.23;Understory;J1;Night
C42753J1;17/01/2017;21:00:00;18/01/2017;18.79;97.9;Canopy;J1;Night
U42753J1;17/01/2017;21:00:00;18/01/2017;19.41;98.82;Understory;J1;Night
C42753J1;17/01/2017;21:30:00;18/01/2017;18.44;98.06;Canopy;J1;Night
U42753J1;17/01/2017;21:30:00;18/01/2017;19.15;99.08;Understory;J1;Night
C42753J1;17/01/2017;22:00:00;18/01/2017;18.22;98.73;Canopy;J1;Night
U42753J1;17/01/2017;22:00:00;18/01/2017;18.91;99.38;Understory;J1;Night
C42753J1;17/01/2017;22:30:00;18/01/2017;18.2;98.88;Canopy;J1;Night
U42753J1;17/01/2017;22:30:00;18/01/2017;18.56;99.33;Understory;J1;Night
C42753J1;17/01/2017;23:00:00;18/01/2017;18.2;99.29;Canopy;J1;Night
U42753J1;17/01/2017;23:00:00;18/01/2017;18.51;99.78;Understory;J1;Night
C42753J1;17/01/2017;23:30:00;18/01/2017;18.25;99.3;Canopy;J1;Night
U42753J1;17/01/2017;23:30:00;18/01/2017;18.7;100;Understory;J1;Night
C42753J1;18/01/2017;00:00:00;18/01/2017;18.27;99.41;Canopy;J1;Night
U42753J1;18/01/2017;00:00:00;18/01/2017;18.72;100;Understory;J1;Night
C42753J1;18/01/2017;00:30:00;18/01/2017;18.27;99.41;Canopy;J1;Night
U42753J1;18/01/2017;00:30:00;18/01/2017;18.75;100;Understory;J1;Night
C42753J1;18/01/2017;01:00:00;18/01/2017;18.22;99.5;Canopy;J1;Night
U42753J1;18/01/2017;01:00:00;18/01/2017;18.68;100;Understory;J1;Night
C42753J1;18/01/2017;01:30:00;18/01/2017;18.49;99.57;Canopy;J1;Night
U42753J1;18/01/2017;01:30:00;18/01/2017;18.79;100;Understory;J1;Night
C42753J1;18/01/2017;02:00:00;18/01/2017;18.41;99.45;Canopy;J1;Night
U42753J1;18/01/2017;02:00:00;18/01/2017;18.87;100;Understory;J1;Night
C42753J1;18/01/2017;02:30:00;18/01/2017;18.32;99.6;Canopy;J1;Night
U42753J1;18/01/2017;02:30:00;18/01/2017;18.75;100;Understory;J1;Night
C42753J1;18/01/2017;03:00:00;18/01/2017;18.37;99.64;Canopy;J1;Night
U42753J1;18/01/2017;03:00:00;18/01/2017;18.75;100;Understory;J1;Night
C42753J1;18/01/2017;03:30:00;18/01/2017;18.46;99.61;Canopy;J1;Night
U42753J1;18/01/2017;03:30:00;18/01/2017;18.77;100;Understory;J1;Night
C42753J1;18/01/2017;04:00:00;18/01/2017;18.41;99.45;Canopy;J1;Night
U42753J1;18/01/2017;04:00:00;18/01/2017;18.82;100;Understory;J1;Night
C42753J1;18/01/2017;04:30:00;18/01/2017;18.37;99.38;Canopy;J1;Night
U42753J1;18/01/2017;04:30:00;18/01/2017;18.72;100;Understory;J1;Night
C42753J1;18/01/2017;05:00:00;18/01/2017;18.34;99.33;Canopy;J1;Night
U42753J1;18/01/2017;05:00:00;18/01/2017;18.7;100;Understory;J1;Night
C42753J1;18/01/2017;05:30:00;18/01/2017;18.39;99.11;Canopy;J1;Night
U42753J1;18/01/2017;05:30:00;18/01/2017;18.7;100;Understory;J1;Night
C42753J1;18/01/2017;06:00:00;18/01/2017;18.41;98.93;Canopy;J1;Night
U42753J1;18/01/2017;06:00:00;18/01/2017;18.68;100;Understory;J1;Night
C42753J1;18/01/2017;06:30:00;18/01/2017;18.44;98.68;Canopy;J1;Night
U42753J1;18/01/2017;06:30:00;18/01/2017;18.65;100;Understory;J1;Night
C42753J1;18/01/2017;07:00:00;18/01/2017;18.51;98.55;Canopy;J1;Night
U42753J1;18/01/2017;07:00:00;18/01/2017;18.72;100;Understory;J1;Night
C42753J1;18/01/2017;07:30:00;18/01/2017;18.63;98.58;Canopy;J1;Night
U42753J1;18/01/2017;07:30:00;18/01/2017;18.77;100;Understory;J1;Night
C42753J1;18/01/2017;08:00:00;18/01/2017;18.75;98.3;Canopy;J1;Day
U42753J1;18/01/2017;08:00:00;18/01/2017;18.89;100;Understory;J1;Day
C42753J1;18/01/2017;08:30:00;18/01/2017;19.15;96.95;Canopy;J1;Day
U42753J1;18/01/2017;08:30:00;18/01/2017;18.91;100;Understory;J1;Day
C42753J1;18/01/2017;09:00:00;18/01/2017;21.41;71.27;Canopy;J1;Day
C42753J1;18/01/2017;09:00:00;18/01/2017;19.08;96.83;Canopy;J1;Day
U42753J1;18/01/2017;09:00:00;18/01/2017;21.34;70.58;Understory;J1;Day
U42753J1;18/01/2017;09:00:00;18/01/2017;18.91;100;Understory;J1;Day
C42753J1;18/01/2017;09:30:00;18/01/2017;21.75;72.1;Canopy;J1;Day
C42753J1;18/01/2017;09:30:00;18/01/2017;19.89;93.99;Canopy;J1;Day
U42753J1;18/01/2017;09:30:00;18/01/2017;21.7;71.12;Understory;J1;Day
U42753J1;18/01/2017;09:30:00;18/01/2017;19.08;100;Understory;J1;Day
C42754J1;18/01/2017;10:00:00;19/01/2017;22.44;72.96;Canopy;J1;Day
C42754J1;18/01/2017;10:00:00;19/01/2017;21.18;88.65;Canopy;J1;Day
U42754J1;18/01/2017;10:00:00;19/01/2017;22.32;71.83;Understory;J1;Day
U42754J1;18/01/2017;10:00:00;19/01/2017;19.41;100;Understory;J1;Day
C42754J1;18/01/2017;10:30:00;19/01/2017;23.28;73.09;Canopy;J1;Day
C42754J1;18/01/2017;10:30:00;19/01/2017;21.65;86.71;Canopy;J1;Day
U42754J1;18/01/2017;10:30:00;19/01/2017;23.11;72.09;Understory;J1;Day
U42754J1;18/01/2017;10:30:00;19/01/2017;19.72;100;Understory;J1;Day
C42754J1;18/01/2017;11:00:00;19/01/2017;24.1;73.37;Canopy;J1;Day
C42754J1;18/01/2017;11:00:00;19/01/2017;22.78;79.46;Canopy;J1;Day
U42754J1;18/01/2017;11:00:00;19/01/2017;23.93;72.16;Understory;J1;Day
U42754J1;18/01/2017;11:00:00;19/01/2017;20.17;98.94;Understory;J1;Day
C42754J1;18/01/2017;11:30:00;19/01/2017;25.84;74.12;Canopy;J1;Day
C42754J1;18/01/2017;11:30:00;19/01/2017;23.4;76.46;Canopy;J1;Day
U42754J1;18/01/2017;11:30:00;19/01/2017;25.16;77.95;Understory;J1;Day
U42754J1;18/01/2017;11:30:00;19/01/2017;20.32;96.71;Understory;J1;Day
C42754J1;18/01/2017;12:00:00;19/01/2017;28.35;59.76;Canopy;J1;Day
C42754J1;18/01/2017;12:00:00;19/01/2017;22.32;87.16;Canopy;J1;Day
U42754J1;18/01/2017;12:00:00;19/01/2017;21.89;87.89;Understory;J1;Day
U42754J1;18/01/2017;12:00:00;19/01/2017;20.7;94.11;Understory;J1;Day
C42754J1;18/01/2017;12:30:00;19/01/2017;25.91;61.98;Canopy;J1;Day
C42754J1;18/01/2017;12:30:00;19/01/2017;23.5;80.02;Canopy;J1;Day
U42754J1;18/01/2017;12:30:00;19/01/2017;21.44;88.44;Understory;J1;Day
U42754J1;18/01/2017;12:30:00;19/01/2017;21.29;92.71;Understory;J1;Day
C42754J1;18/01/2017;13:00:00;19/01/2017;27.31;62.36;Canopy;J1;Day
C42754J1;18/01/2017;13:00:00;19/01/2017;24.24;74.62;Canopy;J1;Day
U42754J1;18/01/2017;13:00:00;19/01/2017;22.39;83.96;Understory;J1;Day
U42754J1;18/01/2017;13:00:00;19/01/2017;21.49;89.11;Understory;J1;Day
C42754J1;18/01/2017;13:30:00;19/01/2017;28.15;62.19;Canopy;J1;Day
C42754J1;18/01/2017;13:30:00;19/01/2017;23.83;86.32;Canopy;J1;Day
U42754J1;18/01/2017;13:30:00;19/01/2017;22.71;81.32;Understory;J1;Day
U42754J1;18/01/2017;13:30:00;19/01/2017;21.87;91.67;Understory;J1;Day
C42754J1;18/01/2017;14:00:00;19/01/2017;29.92;55.94;Canopy;J1;Day
C42754J1;18/01/2017;14:00:00;19/01/2017;24.15;85.7;Canopy;J1;Day
U42754J1;18/01/2017;14:00:00;19/01/2017;22.78;83.09;Understory;J1;Day
U42754J1;18/01/2017;14:00:00;19/01/2017;22.3;90.5;Understory;J1;Day
C42754J1;18/01/2017;14:30:00;19/01/2017;29.84;55.96;Canopy;J1;Day
C42754J1;18/01/2017;14:30:00;19/01/2017;25.62;73.13;Canopy;J1;Day
U42754J1;18/01/2017;14:30:00;19/01/2017;23.57;83.32;Understory;J1;Day
U42754J1;18/01/2017;14:30:00;19/01/2017;22.85;87.65;Understory;J1;Day
C42754J1;18/01/2017;15:00:00;19/01/2017;30.9;53.53;Canopy;J1;Day
C42754J1;18/01/2017;15:00:00;19/01/2017;26.7;65.59;Canopy;J1;Day
U42754J1;18/01/2017;15:00:00;19/01/2017;25.31;76.15;Understory;J1;Day
U42754J1;18/01/2017;15:00:00;19/01/2017;22.66;89.83;Understory;J1;Day
C42754J1;18/01/2017;15:30:00;19/01/2017;28.25;60.56;Canopy;J1;Day
C42754J1;18/01/2017;15:30:00;19/01/2017;28.72;63.64;Canopy;J1;Day
U42754J1;18/01/2017;15:30:00;19/01/2017;24.36;81.91;Understory;J1;Day
U42754J1;18/01/2017;15:30:00;19/01/2017;22.92;87.08;Understory;J1;Day
C42754J1;18/01/2017;16:00:00;19/01/2017;27.65;61.83;Canopy;J1;Day
C42754J1;18/01/2017;16:00:00;19/01/2017;31.38;55.55;Canopy;J1;Day
U42754J1;18/01/2017;16:00:00;19/01/2017;30.29;57.36;Understory;J1;Day
U42754J1;18/01/2017;16:00:00;19/01/2017;23.04;88.6;Understory;J1;Day
C42754J1;18/01/2017;16:30:00;19/01/2017;25.72;71.61;Canopy;J1;Day
C42754J1;18/01/2017;16:30:00;19/01/2017;30.65;55.73;Canopy;J1;Day
U42754J1;18/01/2017;16:30:00;19/01/2017;29.84;64.19;Understory;J1;Day
U42754J1;18/01/2017;16:30:00;19/01/2017;22.59;89.81;Understory;J1;Day
C42754J1;18/01/2017;17:00:00;19/01/2017;24.22;76.51;Canopy;J1;Day
C42754J1;18/01/2017;17:00:00;19/01/2017;30.14;58.63;Canopy;J1;Day
U42754J1;18/01/2017;17:00:00;19/01/2017;24.7;79.35;Understory;J1;Day
U42754J1;18/01/2017;17:00:00;19/01/2017;22.44;91.49;Understory;J1;Day
C42754J1;18/01/2017;17:30:00;19/01/2017;23.71;79.12;Canopy;J1;Day
C42754J1;18/01/2017;17:30:00;19/01/2017;29.84;59.43;Canopy;J1;Day
U42754J1;18/01/2017;17:30:00;19/01/2017;22.99;85.21;Understory;J1;Day
U42754J1;18/01/2017;17:30:00;19/01/2017;22.23;91.08;Understory;J1;Day
C42754J1;18/01/2017;18:00:00;19/01/2017;23.5;79.22;Canopy;J1;Day
C42754J1;18/01/2017;18:00:00;19/01/2017;25.53;71.04;Canopy;J1;Day
U42754J1;18/01/2017;18:00:00;19/01/2017;22.59;89.78;Understory;J1;Day
U42754J1;18/01/2017;18:00:00;19/01/2017;21.65;92.72;Understory;J1;Day
C42754J1;18/01/2017;18:30:00;19/01/2017;22.85;80.5;Canopy;J1;Night
C42754J1;18/01/2017;18:30:00;19/01/2017;23.52;78.3;Canopy;J1;Night
U42754J1;18/01/2017;18:30:00;19/01/2017;22.23;88.57;Understory;J1;Night
U42754J1;18/01/2017;18:30:00;19/01/2017;21.51;91.88;Understory;J1;Night
C42754J1;18/01/2017;19:00:00;19/01/2017;22.25;82.72;Canopy;J1;Night
C42754J1;18/01/2017;19:00:00;19/01/2017;22.03;82.48;Canopy;J1;Night
U42754J1;18/01/2017;19:00:00;19/01/2017;21.75;89.61;Understory;J1;Night
U42754J1;18/01/2017;19:00:00;19/01/2017;21.25;92.25;Understory;J1;Night
C42754J1;18/01/2017;19:30:00;19/01/2017;21.18;86.13;Canopy;J1;Night
C42754J1;18/01/2017;19:30:00;19/01/2017;20.39;87.48;Canopy;J1;Night
U42754J1;18/01/2017;19:30:00;19/01/2017;21.2;90.83;Understory;J1;Night
U42754J1;18/01/2017;19:30:00;19/01/2017;20.51;93.19;Understory;J1;Night
C42754J1;18/01/2017;20:00:00;19/01/2017;19.75;91.28;Canopy;J1;Night
C42754J1;18/01/2017;20:00:00;19/01/2017;19.56;92.09;Canopy;J1;Night
U42754J1;18/01/2017;20:00:00;19/01/2017;20.44;91.56;Understory;J1;Night
U42754J1;18/01/2017;20:00:00;19/01/2017;20.08;95.28;Understory;J1;Night
C42754J1;18/01/2017;20:30:00;19/01/2017;19.1;93.76;Canopy;J1;Night
C42754J1;18/01/2017;20:30:00;19/01/2017;19.13;94.06;Canopy;J1;Night
U42754J1;18/01/2017;20:30:00;19/01/2017;19.96;93.31;Understory;J1;Night
U42754J1;18/01/2017;20:30:00;19/01/2017;19.7;95.89;Understory;J1;Night
C42754J1;18/01/2017;21:00:00;19/01/2017;19.39;93.73;Canopy;J1;Night
C42754J1;18/01/2017;21:00:00;19/01/2017;19.06;94.73;Canopy;J1;Night
U42754J1;18/01/2017;21:00:00;19/01/2017;19.84;93.76;Understory;J1;Night
U42754J1;18/01/2017;21:00:00;19/01/2017;19.44;96.9;Understory;J1;Night
C42754J1;18/01/2017;21:30:00;19/01/2017;19.06;93.64;Canopy;J1;Night
C42754J1;18/01/2017;21:30:00;19/01/2017;18.56;93.6;Canopy;J1;Night
U42754J1;18/01/2017;21:30:00;19/01/2017;19.65;94.14;Understory;J1;Night
U42754J1;18/01/2017;21:30:00;19/01/2017;18.96;96.88;Understory;J1;Night
C42754J1;18/01/2017;22:00:00;19/01/2017;18.01;95.27;Canopy;J1;Night
C42754J1;18/01/2017;22:00:00;19/01/2017;17.92;95.95;Canopy;J1;Night
U42754J1;18/01/2017;22:00:00;19/01/2017;19.22;94.24;Understory;J1;Night
U42754J1;18/01/2017;22:00:00;19/01/2017;18.56;97.16;Understory;J1;Night
C42754J1;18/01/2017;22:30:00;19/01/2017;17.51;97.09;Canopy;J1;Night
C42754J1;18/01/2017;22:30:00;19/01/2017;17.68;96.87;Canopy;J1;Night
U42754J1;18/01/2017;22:30:00;19/01/2017;18.82;94.93;Understory;J1;Night
U42754J1;18/01/2017;22:30:00;19/01/2017;18.32;97.77;Understory;J1;Night
C42754J1;18/01/2017;23:00:00;19/01/2017;17.32;97.63;Canopy;J1;Night
C42754J1;18/01/2017;23:00:00;19/01/2017;17.46;97.36;Canopy;J1;Night
U42754J1;18/01/2017;23:00:00;19/01/2017;18.49;94.95;Understory;J1;Night
U42754J1;18/01/2017;23:00:00;19/01/2017;18.15;98.04;Understory;J1;Night
C42754J1;18/01/2017;23:30:00;19/01/2017;16.94;97.97;Canopy;J1;Night
C42754J1;18/01/2017;23:30:00;19/01/2017;16.94;97.4;Canopy;J1;Night
U42754J1;18/01/2017;23:30:00;19/01/2017;18.2;95.55;Understory;J1;Night
U42754J1;18/01/2017;23:30:00;19/01/2017;17.75;97.83;Understory;J1;Night
C42754J1;19/01/2017;00:00:00;19/01/2017;16.32;98.29;Canopy;J1;Night
C42754J1;19/01/2017;00:00:00;19/01/2017;16.56;97.2;Canopy;J1;Night
U42754J1;19/01/2017;00:00:00;19/01/2017;17.72;95.27;Understory;J1;Night
U42754J1;19/01/2017;00:00:00;19/01/2017;17.3;97.5;Understory;J1;Night
C42754J1;19/01/2017;00:30:00;19/01/2017;15.96;98.83;Canopy;J1;Night
C42754J1;19/01/2017;00:30:00;19/01/2017;16.25;97.96;Canopy;J1;Night
U42754J1;19/01/2017;00:30:00;19/01/2017;17.27;95.73;Understory;J1;Night
U42754J1;19/01/2017;00:30:00;19/01/2017;16.84;98.41;Understory;J1;Night
C42754J1;19/01/2017;01:00:00;19/01/2017;15.61;99.01;Canopy;J1;Night
C42754J1;19/01/2017;01:00:00;19/01/2017;15.89;98.56;Canopy;J1;Night
U42754J1;19/01/2017;01:00:00;19/01/2017;17.01;95.71;Understory;J1;Night
U42754J1;19/01/2017;01:00:00;19/01/2017;16.68;98.46;Understory;J1;Night
C42754J1;19/01/2017;01:30:00;19/01/2017;15.61;99.5;Canopy;J1;Night
C42754J1;19/01/2017;01:30:00;19/01/2017;15.89;99.01;Canopy;J1;Night
U42754J1;19/01/2017;01:30:00;19/01/2017;16.82;96.6;Understory;J1;Night
U42754J1;19/01/2017;01:30:00;19/01/2017;16.53;98.63;Understory;J1;Night
C42754J1;19/01/2017;02:00:00;19/01/2017;16.11;99.51;Canopy;J1;Night
C42754J1;19/01/2017;02:00:00;19/01/2017;16.11;98.67;Canopy;J1;Night
U42754J1;19/01/2017;02:00:00;19/01/2017;16.77;96.79;Understory;J1;Night
U42754J1;19/01/2017;02:00:00;19/01/2017;16.56;98.63;Understory;J1;Night
C42754J1;19/01/2017;02:30:00;19/01/2017;16.27;99.5;Canopy;J1;Night
C42754J1;19/01/2017;02:30:00;19/01/2017;16.23;98.44;Canopy;J1;Night
U42754J1;19/01/2017;02:30:00;19/01/2017;16.94;96.99;Understory;J1;Night
U42754J1;19/01/2017;02:30:00;19/01/2017;16.65;98.69;Understory;J1;Night
C42754J1;19/01/2017;03:00:00;19/01/2017;16.32;99.18;Canopy;J1;Night
C42754J1;19/01/2017;03:00:00;19/01/2017;16.27;98.25;Canopy;J1;Night
U42754J1;19/01/2017;03:00:00;19/01/2017;17.08;97.03;Understory;J1;Night
U42754J1;19/01/2017;03:00:00;19/01/2017;16.8;98.88;Understory;J1;Night
C42754J1;19/01/2017;03:30:00;19/01/2017;15.99;99.9;Canopy;J1;Night
C42754J1;19/01/2017;03:30:00;19/01/2017;16.23;98.9;Canopy;J1;Night
U42754J1;19/01/2017;03:30:00;19/01/2017;16.89;96.98;Understory;J1;Night
U42754J1;19/01/2017;03:30:00;19/01/2017;16.75;98.99;Understory;J1;Night
C42754J1;19/01/2017;04:00:00;19/01/2017;16.01;99.71;Canopy;J1;Night
C42754J1;19/01/2017;04:00:00;19/01/2017;16.18;98.91;Canopy;J1;Night
U42754J1;19/01/2017;04:00:00;19/01/2017;16.94;97.4;Understory;J1;Night
U42754J1;19/01/2017;04:00:00;19/01/2017;16.7;99.19;Understory;J1;Night
C42754J1;19/01/2017;04:30:00;19/01/2017;15.56;99.89;Canopy;J1;Night
C42754J1;19/01/2017;04:30:00;19/01/2017;15.8;98.43;Canopy;J1;Night
U42754J1;19/01/2017;04:30:00;19/01/2017;16.77;97.33;Understory;J1;Night
U42754J1;19/01/2017;04:30:00;19/01/2017;16.58;99.1;Understory;J1;Night
C42754J1;19/01/2017;05:00:00;19/01/2017;15.03;99.89;Canopy;J1;Night
C42754J1;19/01/2017;05:00:00;19/01/2017;15.27;99.1;Canopy;J1;Night
U42754J1;19/01/2017;05:00:00;19/01/2017;16.37;96.89;Understory;J1;Night
U42754J1;19/01/2017;05:00:00;19/01/2017;16.18;98.74;Understory;J1;Night
C42754J1;19/01/2017;05:30:00;19/01/2017;14.86;100;Canopy;J1;Night
C42754J1;19/01/2017;05:30:00;19/01/2017;15.22;99.34;Canopy;J1;Night
U42754J1;19/01/2017;05:30:00;19/01/2017;16.11;97.44;Understory;J1;Night
U42754J1;19/01/2017;05:30:00;19/01/2017;15.94;99.13;Understory;J1;Night
C42754J1;19/01/2017;06:00:00;19/01/2017;15.06;100;Canopy;J1;Night
C42754J1;19/01/2017;06:00:00;19/01/2017;15.18;99.33;Canopy;J1;Night
U42754J1;19/01/2017;06:00:00;19/01/2017;15.94;97.49;Understory;J1;Night
U42754J1;19/01/2017;06:00:00;19/01/2017;15.84;99.36;Understory;J1;Night
C42754J1;19/01/2017;06:30:00;19/01/2017;15.13;100;Canopy;J1;Night
C42754J1;19/01/2017;06:30:00;19/01/2017;15.1;99.18;Canopy;J1;Night
U42754J1;19/01/2017;06:30:00;19/01/2017;16.01;97.28;Understory;J1;Night
U42754J1;19/01/2017;06:30:00;19/01/2017;15.8;99.09;Understory;J1;Night
C42754J1;19/01/2017;07:00:00;19/01/2017;14.86;100;Canopy;J1;Night
C42754J1;19/01/2017;07:00:00;19/01/2017;14.98;99.38;Canopy;J1;Night
U42754J1;19/01/2017;07:00:00;19/01/2017;15.77;97.6;Understory;J1;Night
U42754J1;19/01/2017;07:00:00;19/01/2017;15.65;99.25;Understory;J1;Night
C42754J1;19/01/2017;07:30:00;19/01/2017;14.67;100;Canopy;J1;Night
C42754J1;19/01/2017;07:30:00;19/01/2017;15.06;99.34;Canopy;J1;Night
U42754J1;19/01/2017;07:30:00;19/01/2017;15.72;97.79;Understory;J1;Night
U42754J1;19/01/2017;07:30:00;19/01/2017;15.56;99.43;Understory;J1;Night
C42754J1;19/01/2017;08:00:00;19/01/2017;15.46;100;Canopy;J1;Day
C42754J1;19/01/2017;08:00:00;19/01/2017;21.39;81.35;Canopy;J1;Day
U42754J1;19/01/2017;08:00:00;19/01/2017;15.84;98.11;Understory;J1;Day
U42754J1;19/01/2017;08:00:00;19/01/2017;15.92;99.12;Understory;J1;Day
C42754J1;19/01/2017;08:30:00;19/01/2017;16.51;98.75;Canopy;J1;Day
C42754J1;19/01/2017;08:30:00;19/01/2017;17.27;90.94;Canopy;J1;Day
U42754J1;19/01/2017;08:30:00;19/01/2017;16.3;98.51;Understory;J1;Day
U42754J1;19/01/2017;08:30:00;19/01/2017;16.34;98.17;Understory;J1;Day
C42754J1;19/01/2017;09:00:00;19/01/2017;17.42;92.62;Canopy;J1;Day
C42754J1;19/01/2017;09:00:00;19/01/2017;18.94;83.57;Canopy;J1;Day
U42754J1;19/01/2017;09:00:00;19/01/2017;16.8;95.81;Understory;J1;Day
U42754J1;19/01/2017;09:00:00;19/01/2017;17.13;93.76;Understory;J1;Day
C42754J1;19/01/2017;09:30:00;19/01/2017;19.13;81.75;Canopy;J1;Day
C42754J1;19/01/2017;09:30:00;19/01/2017;19.84;78.65;Canopy;J1;Day
U42754J1;19/01/2017;09:30:00;19/01/2017;17.32;95.53;Understory;J1;Day
U42754J1;19/01/2017;09:30:00;19/01/2017;17.89;90.61;Understory;J1;Day
C42755J1;19/01/2017;10:00:00;20/01/2017;21.01;74.63;Canopy;J1;Day
C42755J1;19/01/2017;10:00:00;20/01/2017;19.94;76.48;Canopy;J1;Day
U42755J1;19/01/2017;10:00:00;20/01/2017;17.84;89.8;Understory;J1;Day
U42755J1;19/01/2017;10:00:00;20/01/2017;18.49;88.39;Understory;J1;Day
C42755J1;19/01/2017;10:30:00;20/01/2017;25.48;60.19;Canopy;J1;Day
C42755J1;19/01/2017;10:30:00;20/01/2017;20.41;73.93;Canopy;J1;Day
U42755J1;19/01/2017;10:30:00;20/01/2017;18.77;87.29;Understory;J1;Day
U42755J1;19/01/2017;10:30:00;20/01/2017;19.03;84.37;Understory;J1;Day
C42755J1;19/01/2017;11:00:00;20/01/2017;28.02;50.9;Canopy;J1;Day
C42755J1;19/01/2017;11:00:00;20/01/2017;21.41;68.92;Canopy;J1;Day
U42755J1;19/01/2017;11:00:00;20/01/2017;19.18;84.43;Understory;J1;Day
U42755J1;19/01/2017;11:00:00;20/01/2017;19.82;78.76;Understory;J1;Day
C42755J1;19/01/2017;11:30:00;20/01/2017;30.82;44.09;Canopy;J1;Day
C42755J1;19/01/2017;11:30:00;20/01/2017;22.47;65.5;Canopy;J1;Day
U42755J1;19/01/2017;11:30:00;20/01/2017;19.89;81.56;Understory;J1;Day
U42755J1;19/01/2017;11:30:00;20/01/2017;20.34;77.53;Understory;J1;Day
C42755J1;19/01/2017;12:00:00;20/01/2017;30.47;41.67;Canopy;J1;Day
C42755J1;19/01/2017;12:00:00;20/01/2017;22.9;61.89;Canopy;J1;Day
U42755J1;19/01/2017;12:00:00;20/01/2017;20.96;80.21;Understory;J1;Day
U42755J1;19/01/2017;12:00:00;20/01/2017;20.98;73.17;Understory;J1;Day
C42755J1;19/01/2017;12:30:00;20/01/2017;26.87;49.46;Canopy;J1;Day
C42755J1;19/01/2017;12:30:00;20/01/2017;23.42;60.72;Canopy;J1;Day
U42755J1;19/01/2017;12:30:00;20/01/2017;21.22;75.56;Understory;J1;Day
U42755J1;19/01/2017;12:30:00;20/01/2017;21.84;68.52;Understory;J1;Day
C42755J1;19/01/2017;13:00:00;20/01/2017;25.74;52.19;Canopy;J1;Day
C42755J1;19/01/2017;13:00:00;20/01/2017;23.79;59.27;Canopy;J1;Day
U42755J1;19/01/2017;13:00:00;20/01/2017;21.96;76.2;Understory;J1;Day
U42755J1;19/01/2017;13:00:00;20/01/2017;21.82;71.41;Understory;J1;Day
C42755J1;19/01/2017;13:30:00;20/01/2017;28.22;48.67;Canopy;J1;Day
C42755J1;19/01/2017;13:30:00;20/01/2017;24.65;58.76;Canopy;J1;Day
U42755J1;19/01/2017;13:30:00;20/01/2017;22.06;74.43;Understory;J1;Day
U42755J1;19/01/2017;13:30:00;20/01/2017;22.37;70.63;Understory;J1;Day
C42755J1;19/01/2017;14:00:00;20/01/2017;29.27;45.62;Canopy;J1;Day
C42755J1;19/01/2017;14:00:00;20/01/2017;25.02;61.28;Canopy;J1;Day
U42755J1;19/01/2017;14:00:00;20/01/2017;22.42;72.2;Understory;J1;Day
U42755J1;19/01/2017;14:00:00;20/01/2017;22.06;73.12;Understory;J1;Day
C42755J1;19/01/2017;14:30:00;20/01/2017;29.46;48.31;Canopy;J1;Day
C42755J1;19/01/2017;14:30:00;20/01/2017;24.44;61.22;Canopy;J1;Day
U42755J1;19/01/2017;14:30:00;20/01/2017;22.37;77.69;Understory;J1;Day
U42755J1;19/01/2017;14:30:00;20/01/2017;22.13;73.43;Understory;J1;Day
C42755J1;19/01/2017;15:00:00;20/01/2017;28.64;48.86;Canopy;J1;Day
C42755J1;19/01/2017;15:00:00;20/01/2017;25.33;55.06;Canopy;J1;Day
U42755J1;19/01/2017;15:00:00;20/01/2017;23.14;72.01;Understory;J1;Day
