Code;Subfamily;Tribe;Species;Sex;Abundance;Site;Strata;Trap;Date;Month;SU;CMR;OBS;Lep
C43089D2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Canopy;Dos3;20/12/2017;December;D2;;Morta;
C43089D2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN4;Canopy;Dos1;20/12/2017;December;D2;419;;
C43090D2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos3;21/12/2017;December;D2;;Morta;
C43090D2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos2;21/12/2017;December;D2;;Morta;
C43090D2;Biblidinae;Epiphilini;Epiphile_hubneri;F;1;MN2;Canopy;Dos1;21/12/2017;December;D2;435;;
C43090D2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN2;Canopy;Dos1;21/12/2017;December;D2;436;;
C43090D2;Satyrinae;Satyrini;Carminda_paeon;;1;MN2;Canopy;Dos4;21/12/2017;December;D2;;Só asas;
C43090D2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN2;Canopy;Dos5;21/12/2017;December;D2;437;;
C43090D2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN2;Canopy;Dos5;21/12/2017;December;D2;;Morta;
C43090D2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN2;Canopy;Dos5;21/12/2017;December;D2;;Morta;
C43090D2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN2;Canopy;Dos5;21/12/2017;December;D2;438;;
C43091D2;Nymphalinae;Coeini;Smyrna_blomfildia;F;1;MN6;Canopy;Dos4;22/12/2017;December;D2;455;;
C43091D2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN5;Canopy;Dos1;22/12/2017;December;D2;458;;
C43091D2;Nymphalinae;Coeini;Smyrna_blomfildia;M;1;MN5;Canopy;Dos4;22/12/2017;December;D2;459;;
C43091D2;Satyrinae;Brassolini;Blepolenis_bassus;M;1;MN4;Canopy;Dos5;22/12/2017;December;D2;463;;
C43091D2;Satyrinae;Brassolini;Blepolenis_bassus;M;1;MN4;Canopy;Dos4;22/12/2017;December;D2;464;;
C43091D2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN4;Canopy;Dos4;22/12/2017;December;D2;;Morta;
C43091D2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN4;Canopy;Dos4;22/12/2017;December;D2;;Morta;
C43111J2;Satyrinae;Brassolini;Blepolenis_bassus;M;1;MN1;Canopy;Dos2;11/01/2018;January;J2;478;;
C43111J2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN2;Canopy;Dos5;11/01/2018;January;J2;479;;
C43112J2;Charaxinae;Anaeini;Memphis_moruus;F;1;MN5;Canopy;Dos5;12/01/2018;January;J2;495;;
C43112J2;Charaxinae;Anaeini;Zaretis_strigosus;M;1;MN5;Canopy;Dos4;12/01/2018;January;J2;496;;
C43113J2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos1;13/01/2018;January;J2;;Morta;
C43113J2;Satyrinae;Brassolini;Blepolenis_bassus;M;1;MN1;Canopy;Dos3;13/01/2018;January;J2;497;;
C43113J2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN2;Canopy;Dos4;13/01/2018;January;J2;499;;
C43113J2;Charaxinae;Anaeini;Zaretis_strigosus;M;1;MN3;Canopy;Dos3;13/01/2018;January;J2;502;;
C43114J2;Charaxinae;Preponini;Archaeoprepona_amphimachus;M;1;MN5;Canopy;Dos4;14/01/2018;January;J2;518;;
C43114J2;Charaxinae;Anaeini;Zaretis_strigosus;F;1;MN5;Canopy;Dos5;14/01/2018;January;J2;519;;
C43115J2;Biblidinae;Catonephelini;Eunica_eburnea;;1;MN1;Canopy;Dos5;15/01/2018;January;J2;;Coletada;
C43115J2;Biblidinae;Epiphilini;Epiphile_hubneri;;1;MN2;Canopy;Dos1;15/01/2018;January;J2;520;;
C43115J2;Satyrinae;Satyrini;Carminda_paeon;;1;MN2;Canopy;Dos5;15/01/2018;January;J2;;Só asas;
C43149F2;Satyrinae;Brassolini;Opsiphanes_quiteria;;1;MN3;Canopy;Dos1;18/02/2018;February;F2;;Coletada;
C43153F2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Canopy;Dos5;22/02/2018;February;F2;571;;
C43175M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos1;16/03/2018;March;M2;90;;
C43175M2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Canopy;Dos1;16/03/2018;March;M2;91;;
C43175M2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Canopy;Dos1;16/03/2018;March;M2;92;;
C43175M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos1;16/03/2018;March;M2;93;;
C43175M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos2;16/03/2018;March;M2;94;;
C43175M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos5;16/03/2018;March;M2;95;;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos1;18/03/2018;March;M2;107;;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos2;18/03/2018;March;M2;;Morta;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos3;18/03/2018;March;M2;;Morta;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos3;18/03/2018;March;M2;;Morta;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos4;18/03/2018;March;M2;;Morta;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos4;18/03/2018;March;M2;108;;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos5;18/03/2018;March;M2;;Morta;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos5;18/03/2018;March;M2;;Morta;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos5;18/03/2018;March;M2;109;;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos5;18/03/2018;March;M2;110;;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos5;18/03/2018;March;M2;111;;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos5;18/03/2018;March;M2;112;;
C43178M2;Satyrinae;Satyrini;Carminda_paeon;;1;MN6;Canopy;Dos5;19/03/2018;March;M2;;só asas;
C43175M2;Satyrinae;Satyrini;Forsterinaria_pronophila;M;1;MN3;Canopy;Dos1;16/03/2018;March;M2;579;;
C43176M2;Biblidinae;Epiphilini;Epiphile_orea;F;1;MN5;Canopy;Dos4;17/03/2018;March;M2;;Fugiu;
C43176M2;Charaxinae;Preponini;Archaeoprepona_demophon;F;1;MN4;Canopy;Dos3;17/03/2018;March;M2;586;;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN2;Canopy;Dos5;18/03/2018;March;M2;;Morta;
C43177M2;Satyrinae;Satyrini;Euptychoides_castrensis;;1;MN2;Canopy;Dos5;18/03/2018;March;M2;;Morta;
C43177M2;Satyrinae;Satyrini;Forsterinaria_necys;;1;MN2;Canopy;Dos4;18/03/2018;March;M2;;foto;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN2;Canopy;Dos2;18/03/2018;March;M2;604;;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN2;Canopy;Dos2;18/03/2018;March;M2;;Morta;
C43177M2;Charaxinae;Anaeini;Zaretis_strigosus;M;1;MN2;Canopy;Dos1;18/03/2018;March;M2;;;
C43177M2;Satyrinae;Satyrini;Carminda_paeon;;1;MN3;Canopy;Dos3;18/03/2018;March;M2;;só asas;
C43178M2;Charaxinae;Anaeini;Memphis_moruus;M;1;MN5;Canopy;Dos5;19/03/2018;March;M2;;Coletada;
C43178M2;Charaxinae;Anaeini;Zaretis_strigosus;M;1;MN4;Canopy;Dos2;19/03/2018;March;M2;634;;
C43178M2;Charaxinae;Anaeini;Zaretis_strigosus;F;1;MN4;Canopy;Dos5;19/03/2018;March;M2;636;;
C43179M2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Canopy;Dos2;20/03/2018;March;M2;;;
C43179M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos5;20/03/2018;March;M2;;Morta;
C43179M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos5;20/03/2018;March;M2;;Morta;
C43179M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Canopy;Dos5;20/03/2018;March;M2;;;
U42675N1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN5;Understory;Sub2;01/11/2016;November;N1;1;;
U42675N1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub1;01/11/2016;November;N1;;Coletada;68
U42675N1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub1;01/11/2016;November;N1;;Coletada;77
U42675N1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub1;01/11/2016;November;N1;;Coletada;50
U42675N1;Charaxinae;Preponini;Archaeoprepona_chalciope;;1;MN6;Understory;Sub1;01/11/2016;November;N1;7;;
U42675N1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub3;01/11/2016;November;N1;3;;
U42675N1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub3;01/11/2016;November;N1;4;;
U42675N1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub3;01/11/2016;November;N1;5;;
U42675N1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;01/11/2016;November;N1;;Coletada;30
U42675N1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub4;01/11/2016;November;N1;6;;
U42675N1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub4;01/11/2016;November;N1;;Coletada;78
U42675N1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub5;01/11/2016;November;N1;;Coletada;58
U42676N1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub2;02/11/2016;November;N1;9;;
U42676N1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub2;02/11/2016;November;N1;;Coletada;41
U42676N1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub2;02/11/2016;November;N1;;Coletada;53
U42676N1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub2;02/11/2016;November;N1;;Coletada;
U42676N1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN3;Understory;Sub5;02/11/2016;November;N1;;proxima;
U42676N1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub2;02/11/2016;November;N1;;Coletada;44
U42680N1;Charaxinae;Preponini;Archaeoprepona_chalciope;M;1;MN4;Understory;Sub3;06/11/2016;November;N1;26;;
U42680N1;Charaxinae;Preponini;Archaeoprepona_chalciope;M;1;MN4;Understory;Sub4;06/11/2016;November;N1;27;;
U42677N1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub1;03/11/2016;November;N1;10;;
U42677N1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub3;03/11/2016;November;N1;11;;
U42678N1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub3;04/11/2016;November;N1;;Coletada;60
U42678N1;Charaxinae;Preponini;Archaeoprepona_chalciope;M;1;MN3;Understory;Sub4;04/11/2016;November;N1;;Coletada;69
U42678N1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub5;04/11/2016;November;N1;;Coletada;74
U42679N1;Charaxinae;Preponini;Archaeoprepona_chalciope;F;1;MN4;Understory;Sub3;05/11/2016;November;N1;;Coletada;73
U42679N1;Satyrinae;Satyrini;Carminda_paeon;M;1;MN5;Understory;Sub1;05/11/2016;November;N1;;Coletada;55
U42679N1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub1;05/11/2016;November;N1;;Coletada;81
U42679N1;Satyrinae;Satyrini;Forsterinaria_pronophila;F;1;MN6;Understory;Sub2;05/11/2016;November;N1;;Coletada;24
U42679N1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub2;05/11/2016;November;N1;;Coletada;70
U42679N1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub2;05/11/2016;November;N1;;Coletada;29
U42679N1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN6;Understory;Sub2;05/11/2016;November;N1;;fugiu;
U42679N1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub3;05/11/2016;November;N1;12;;
U42679N1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub3;05/11/2016;November;N1;13;;
U42679N1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub3;05/11/2016;November;N1;;Coletada;40
U42679N1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub4;05/11/2016;November;N1;;Coletada;82
U42680N1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Understory;Sub2;06/11/2016;November;N1;16;;
U42680N1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Understory;Sub2;06/11/2016;November;N1;17;;
U42680N1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Understory;Sub4;06/11/2016;November;N1;19;;
U42680N1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN3;Understory;Sub1;06/11/2016;November;N1;;Coletada;65
U42680N1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub2;06/11/2016;November;N1;;Coletada;61
U42680N1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub2;06/11/2016;November;N1;21;;
U42680N1;Charaxinae;Preponini;Archaeoprepona_chalciope;M;1;MN3;Understory;Sub2;06/11/2016;November;N1;23;;
U42680N1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN3;Understory;Sub2;06/11/2016;November;N1;;proxima;
U42680N1;Charaxinae;Preponini;Archaeoprepona_chalciope;M;1;MN5;Understory;Sub4;06/11/2016;November;N1;29;;
U42680N1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub1;06/11/2016;November;N1;;Coletada;59
U42680N1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub1;06/11/2016;November;N1;;Coletada;66
U42680N1;Satyrinae;Satyrini;Forsterinaria_pronophila;F;1;MN6;Understory;Sub1;06/11/2016;November;N1;;Coletada;23
U42680N1;Charaxinae;Preponini;Archaeoprepona_chalciope;F;1;MN6;Understory;Sub2;06/11/2016;November;N1;24;;
U42680N1;Satyrinae;Satyrini;Forsterinaria_pronophila;;1;MN6;Understory;Sub2;06/11/2016;November;N1;;SEM ABDOMEM;21
U42680N1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN6;Understory;Sub3;06/11/2016;November;N1;;Coletada;
U42680N1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN6;Understory;Sub3;06/11/2016;November;N1;;Coletada;
U42680N1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub4;06/11/2016;November;N1;;Coletada;22
U42681N1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN1;Understory;Sub1;07/11/2016;November;N1;30;;
U42681N1;Biblidinae;Ageroniini;Hamadryas_epinome;M;1;MN1;Understory;Sub5;07/11/2016;November;N1;;Coletada;43
U42681N1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub1;07/11/2016;November;N1;31;;
U42681N1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub2;07/11/2016;November;N1;32;;
U42681N1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub4;07/11/2016;November;N1;;Coletada;54
U42713D1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN3;Understory;Sub2;09/12/2016;December;D1;36;;
U42715D1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub1;11/12/2016;December;D1;;Coletada;248
U42716D1;Satyrinae;Satyrini;Carminda_paeon;M;1;MN6;Understory;Sub1;12/12/2016;December;D1;;;
U42716D1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub2;12/12/2016;December;D1;44;;
U42716D1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub5;12/12/2016;December;D1;;Coletada;164
U42716D1;Satyrinae;Satyrini;Carminda_paeon;M;1;MN5;Understory;Sub1;12/12/2016;December;D1;49;;
U42715D1;Biblidinae;Epiphilini;Temenis_laothoe;;1;MN3;Understory;Sub5;11/12/2016;December;D1;;próxima;
U42715D1;Satyrinae;Morphini;Morpho_portis;;1;MN3;Understory;Sub5;11/12/2016;December;D1;;próxima;
U42717D1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Understory;Sub3;13/12/2016;December;D1;;Morta;
U42717D1;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Understory;Sub3;13/12/2016;December;D1;;;
U42717D1;Satyrinae;Satyrini;Carminda_paeon;M;1;MN2;Understory;Sub2;13/12/2016;December;D1;;Morta;
U42717D1;Satyrinae;Satyrini;Carminda_paeon;M;1;MN2;Understory;Sub3;13/12/2016;December;D1;;Morta;
U42717D1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN3;Understory;Sub1;13/12/2016;December;D1;70;;
U42717D1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub2;13/12/2016;December;D1;71;;
U42717D1;Satyrinae;Satyrini;Forsterinaria_necys;;1;MN3;Understory;Sub1;13/12/2016;December;D1;;próxima;
U42717D1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN3;Understory;Sub1;13/12/2016;December;D1;;próxima;
U42718D1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub2;14/12/2016;December;D1;;Coletada;201
U42718D1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub2;14/12/2016;December;D1;73;;
U42718D1;Satyrinae;Satyrini;Forsterinaria_necys;;1;MN6;Understory;Sub4;14/12/2016;December;D1;;fugiu;
U42718D1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub4;14/12/2016;December;D1;74;;
U42718D1;Charaxinae;Preponini;Archaeoprepona_chalciope;M;1;MN5;Understory;Sub3;14/12/2016;December;D1;;Coletada;SEM LEP
U42719D1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Understory;Sub3;15/12/2016;December;D1;85;;
U42719D1;Charaxinae;Preponini;Archaeoprepona_amphimachus;M;1;MN2;Understory;Sub4;15/12/2016;December;D1;93;;
U42719D1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub1;15/12/2016;December;D1;98;;
U42719D1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN3;Understory;Sub1;15/12/2016;December;D1;99;;
U42719D1;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN3;Understory;Sub2;15/12/2016;December;D1;;Coletada;176
U42719D1;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN3;Understory;Sub2;15/12/2016;December;D1;;Coletada;
U42720D1;Satyrinae;Satyrini;Carminda_paeon;M;1;MN6;Understory;Sub1;16/12/2016;December;D1;101;;
U42720D1;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub2;16/12/2016;December;D1;;Coletada;175
U42720D1;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub4;16/12/2016;December;D1;104;;
U42720D1;Satyrinae;Satyrini;Praepedaliodes_phanias;F;1;MN5;Understory;Sub1;16/12/2016;December;D1;;Coletada;220
U42720D1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN5;Understory;Sub2;16/12/2016;December;D1;106;;
U42720D1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN5;Understory;Sub5;16/12/2016;December;D1;108;;
U42721D1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Understory;Sub3;17/12/2016;December;D1;110;;
U42721D1;Satyrinae;Brassolini;Narope_cyllastros;F;1;MN1;Understory;Sub5;17/12/2016;December;D1;;Coletada;169
U42721D1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN2;Understory;Sub4;17/12/2016;December;D1;112;;
U42721D1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN3;Understory;Sub2;17/12/2016;December;D1;113;;
U42722D1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN6;Understory;Sub1;18/12/2016;December;D1;;;
U42722D1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub3;18/12/2016;December;D1;115;;
U42722D1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub3;18/12/2016;December;D1;116;;
U42722D1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub3;18/12/2016;December;D1;117;;
U42722D1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub3;18/12/2016;December;D1;;;
U42722D1;Satyrinae;Brassolini;Narope_cyllastros;F;1;MN6;Understory;Sub4;18/12/2016;December;D1;;Coletada;180
U42722D1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub5;18/12/2016;December;D1;118;;
U42722D1;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub5;18/12/2016;December;D1;119;;
U42754J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub1;19/01/2017;January;J1;;Coletada;264
U42754J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub1;19/01/2017;January;J1;;Coletada;421
U42754J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub3;19/01/2017;January;J1;;Coletada;265
U42754J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub3;19/01/2017;January;J1;;Coletada;276
U42754J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub3;19/01/2017;January;J1;;Coletada;260
U42754J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub3;19/01/2017;January;J1;;Coletada;268
U42754J1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub3;19/01/2017;January;J1;120;;
U42754J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub4;19/01/2017;January;J1;121;;
U42754J1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub5;19/01/2017;January;J1;122;;
U42754J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN6;Understory;Sub5;19/01/2017;January;J1;;Coletada;267
U42754J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN6;Understory;Sub4;19/01/2017;January;J1;;Coletada;275
U42754J1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN4;Understory;Sub2;19/01/2017;January;J1;;próxima;
U42755J1;Satyrinae;Satyrini;Hermeuptychia_sp.;;1;MN1;Understory;Sub2;20/01/2017;January;J1;;Coletada;269
U42755J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub1;20/01/2017;January;J1;132;;
U42755J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub1;20/01/2017;January;J1;133;;
U42755J1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub1;20/01/2017;January;J1;;Coletada;266
U42755J1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN3;Understory;Sub1;20/01/2017;January;J1;;Coletada;263
U42755J1;Satyrinae;Satyrini;Forsterinaria_pronophila;F;1;MN3;Understory;Sub1;20/01/2017;January;J1;;Coletada;274
U42755J1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub2;20/01/2017;January;J1;134;;
U42755J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;;1;MN3;Understory;Sub2;20/01/2017;January;J1;;próxima;
U42755J1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN3;Understory;Sub2;20/01/2017;January;J1;;próxima;
U42755J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub3;20/01/2017;January;J1;135;;
U42755J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;20/01/2017;January;J1;136;;
U42755J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub4;20/01/2017;January;J1;137;;
U42755J1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub4;20/01/2017;January;J1;138;;
U42755J1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub5;20/01/2017;January;J1;139;;
U42755J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub5;20/01/2017;January;J1;;Coletada;350
U42756J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub1;21/01/2017;January;J1;140;;
U42756J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub1;21/01/2017;January;J1;;Coletada;283
U42756J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub3;21/01/2017;January;J1;141;;
U42756J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;;1;MN6;Understory;Sub3;21/01/2017;January;J1;;fugiu;
U42756J1;Charaxinae;Preponini;Archaeoprepona_chalciope;F;1;MN6;Understory;Sub3;21/01/2017;January;J1;;Coletada;285
U42756J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub3;21/01/2017;January;J1;142;;
U42756J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub3;21/01/2017;January;J1;143;;
U42756J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub3;21/01/2017;January;J1;144;;
U42756J1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub4;21/01/2017;January;J1;145;;
U42756J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub4;21/01/2017;January;J1;146;;
U42756J1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub5;21/01/2017;January;J1;147;;
U42756J1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub5;21/01/2017;January;J1;148;;
U42756J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN5;Understory;Sub3;21/01/2017;January;J1;151;;
U42756J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN4;Understory;Sub5;21/01/2017;January;J1;155;;
U42757J1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN3;Understory;Sub1;22/01/2017;January;J1;161;;
U42757J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;;1;MN3;Understory;Sub1;22/01/2017;January;J1;;próxima;
