Code;Subfamily;Tribe;Species;Sex;Abundance;Site;Strata;Trap;Date;Month;SU;CMR;OBS;Lep
U42788F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub3;22/02/2017;February;F1;376;;
U42788F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub3;22/02/2017;February;F1;;fugiu;
U42788F1;Biblidinae;Epiphilini;Epiphile_orea;F;1;MN5;Understory;Sub3;22/02/2017;February;F1;374;;
U42788F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub3;22/02/2017;February;F1;;fugiu;
U42788F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN5;Understory;Sub4;22/02/2017;February;F1;377;;
U42788F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub4;22/02/2017;February;F1;378;;
U42788F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub4;22/02/2017;February;F1;382;;
U42788F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub5;22/02/2017;February;F1;381;;
U42788F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub5;22/02/2017;February;F1;379;;
U42788F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub5;22/02/2017;February;F1;380;;
U42788F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN4;Understory;Sub2;22/02/2017;February;F1;382;;
U42788F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN4;Understory;Sub4;22/02/2017;February;F1;383;;
U42788F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN4;Understory;Sub5;22/02/2017;February;F1;385;;
U42788F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN4;Understory;Sub5;22/02/2017;February;F1;386;;
U42789F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN1;Understory;Sub1;23/02/2017;February;F1;387;;
U42789F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN1;Understory;Sub5;23/02/2017;February;F1;389;;
U42789F1;Satyrinae;Satyrini;Carminda_paeon;M;1;MN2;Understory;Sub1;23/02/2017;February;F1;390;;
U42789F1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN2;Understory;Sub4;23/02/2017;February;F1;392;;
U42789F1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub4;23/02/2017;February;F1;393;;
U42789F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub4;23/02/2017;February;F1;394;;
U42789F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN3;Understory;Sub5;23/02/2017;February;F1;395;;
U42790F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN6;Understory;Sub1;24/02/2017;February;F1;398;;
U42790F1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub1;24/02/2017;February;F1;396;;
U42790F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub1;24/02/2017;February;F1;397;;
U42790F1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub2;24/02/2017;February;F1;398;;
U42790F1;Satyrinae;Brassolini;Caligo_martia;M;1;MN6;Understory;Sub2;24/02/2017;February;F1;399;;
U42790F1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub2;24/02/2017;February;F1;402;;
U42790F1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub2;24/02/2017;February;F1;400;;
U42790F1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub2;24/02/2017;February;F1;401;;
U42790F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub2;24/02/2017;February;F1;403;;
U42790F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub3;24/02/2017;February;F1;404;;
U42790F1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub4;24/02/2017;February;F1;406;;
U42790F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub4;24/02/2017;February;F1;405;;
U42790F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub4;24/02/2017;February;F1;407;;
U42790F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub5;24/02/2017;February;F1;409;;
U42790F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub5;24/02/2017;February;F1;410;;
U42790F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub5;24/02/2017;February;F1;408;;
U42790F1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN6;Understory;Sub5;24/02/2017;February;F1;411;;
U42790F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN5;Understory;Sub1;24/02/2017;February;F1;413;;
U42790F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub2;24/02/2017;February;F1;415;;
U42790F1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN5;Understory;Sub2;24/02/2017;February;F1;414;;
U42790F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN5;Understory;Sub5;24/02/2017;February;F1;415;;
U42791F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN1;Understory;Sub4;25/02/2017;February;F1;421;;
U42791F1;Satyrinae;Morphini;Morpho_epistrophus;F;1;MN3;Understory;Sub1;25/02/2017;February;F1;424;;
U42791F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub1;25/02/2017;February;F1;425;;
U42791F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub1;25/02/2017;February;F1;426;;
U42791F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub2;25/02/2017;February;F1;427;;
U42791F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;25/02/2017;February;F1;428;;
U42791F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub4;25/02/2017;February;F1;430;;
U42791F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub4;25/02/2017;February;F1;431;;
U42791F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub4;25/02/2017;February;F1;432;;
U42791F1;Satyrinae;Brassolini;Caligo_martia;F;1;MN3;Understory;Sub5;25/02/2017;February;F1;433;;
U42813M1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN1;Understory;Sub5;19/03/2017;March;M1;;proxima;
U42814M1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN4;Understory;Sub4;20/03/2017;March;M1;;proxima;
U42814M1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN4;Understory;Sub4;20/03/2017;March;M1;;base;
U42814M1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN4;Understory;Sub5;20/03/2017;March;M1;;proxima;
U42814M1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN4;Understory;Sub5;20/03/2017;March;M1;;proxima;
U42814M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub1;20/03/2017;March;M1;444;;
U42814M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub1;20/03/2017;March;M1;445;;
U42814M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub2;20/03/2017;March;M1;446;;
U42815M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub1;21/03/2017;March;M1;448;;
U42815M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub1;21/03/2017;March;M1;449;;
U42815M1;Satyrinae;Brassolini;Eryphanis_reevesii;;1;MN3;Understory;Sub1;21/03/2017;March;M1;;proxima;
U42815M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub2;21/03/2017;March;M1;450;;
U42815M1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN3;Understory;Sub2;21/03/2017;March;M1;;proxima;
U42815M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;21/03/2017;March;M1;452;;
U42815M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;21/03/2017;March;M1;453;;
U42815M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub3;21/03/2017;March;M1;455;;
U42815M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub4;21/03/2017;March;M1;454;;
U42815M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub4;21/03/2017;March;M1;456;;
U42815M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub4;21/03/2017;March;M1;457;;
U42815M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN2;Understory;Sub3;21/03/2017;March;M1;460;;
U42815M1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN2;Understory;Sub3;21/03/2017;March;M1;461;;
U42815M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN2;Understory;Sub2;21/03/2017;March;M1;464;;
U42815M1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN2;Understory;Sub1;21/03/2017;March;M1;465;;
U42815M1;Satyrinae;Satyrini;Carminda_paeon;M;1;MN2;Understory;Sub1;21/03/2017;March;M1;466;;
U42815M1;Satyrinae;Satyrini;Carminda_paeon;M;1;MN2;Understory;Sub1;21/03/2017;March;M1;467;;
U42816M1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub1;22/03/2017;March;M1;470;;
U42816M1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub2;22/03/2017;March;M1;;fugiu;
U42816M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub3;22/03/2017;March;M1;471;;
U42816M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub3;22/03/2017;March;M1;472;;
U42816M1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub3;22/03/2017;March;M1;473;;
U42816M1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub4;22/03/2017;March;M1;;Coletada;465
U42816M1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub5;22/03/2017;March;M1;474;;
U42816M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub5;22/03/2017;March;M1;475;;
U42816M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN4;Understory;Sub1;22/03/2017;March;M1;478;;
U42816M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN4;Understory;Sub1;22/03/2017;March;M1;479;;
U42816M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN4;Understory;Sub1;22/03/2017;March;M1;489;;
U42816M1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN4;Understory;Sub2;22/03/2017;March;M1;;fugiu;
U42816M1;Satyrinae;Morphini;Morpho_epistrophus;F;1;MN4;Understory;Sub2;22/03/2017;March;M1;480;;
U42816M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN4;Understory;Sub3;22/03/2017;March;M1;481;;
U42816M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN4;Understory;Sub3;22/03/2017;March;M1;482;;
U42816M1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN4;Understory;Sub5;22/03/2017;March;M1;486;;
U42816M1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN4;Understory;Sub5;22/03/2017;March;M1;487;;
U42816M1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN4;Understory;Sub5;22/03/2017;March;M1;488;;
U42816M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub1;22/03/2017;March;M1;490;;
U42816M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub1;22/03/2017;March;M1;491;;
U42816M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub1;22/03/2017;March;M1;497;;
U42816M1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN5;Understory;Sub2;22/03/2017;March;M1;492;;
U42816M1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN5;Understory;Sub3;22/03/2017;March;M1;494;;
U42817M1;Satyrinae;Satyrini;Praepedaliodes_phanias;;1;MN3;Understory;Sub1;23/03/2017;March;M1;;fugiu;
U42817M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub1;23/03/2017;March;M1;499;;
U42817M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub1;23/03/2017;March;M1;497;;
U42817M1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub1;23/03/2017;March;M1;498;;
U42817M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub2;23/03/2017;March;M1;501;;
U42817M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub2;23/03/2017;March;M1;502;;
U42817M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub2;23/03/2017;March;M1;503;;
U42817M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;23/03/2017;March;M1;504;;
U42817M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;23/03/2017;March;M1;505;;
U42817M1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub4;23/03/2017;March;M1;506;;
U42817M1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub4;23/03/2017;March;M1;507;;
U42817M1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub4;23/03/2017;March;M1;;Morta;
U42817M1;Charaxinae;Preponini;Archaeoprepona_amphimachus;F;1;MN1;Understory;Sub1;23/03/2017;March;M1;508;;
U42817M1;Charaxinae;Preponini;Archaeoprepona_amphimachus;M;1;MN1;Understory;Sub1;23/03/2017;March;M1;509;;
U42817M1;Charaxinae;Preponini;Archaeoprepona_amphimachus;F;1;MN1;Understory;Sub1;23/03/2017;March;M1;510;;
U42817M1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN1;Understory;Sub2;23/03/2017;March;M1;514;;
U42817M1;Satyrinae;Satyrini;Carminda_paeon;M;1;MN1;Understory;Sub3;23/03/2017;March;M1;515;parei de marcar;
U42817M1;Satyrinae;Morphini;Morpho_epistrophus;F;1;MN2;Understory;Sub4;23/03/2017;March;M1;;;
U42817M1;Charaxinae;Preponini;Archaeoprepona_amphimachus;F;1;MN2;Understory;Sub3;23/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub2;24/03/2017;March;M1;;Coletada;471
U42818M1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub2;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub2;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub2;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub2;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_pronophila;F;1;MN6;Understory;Sub2;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub2;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_necys;;1;MN6;Understory;Sub3;24/03/2017;March;M1;;base;
U42818M1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub3;24/03/2017;March;M1;;Coletada;475
U42818M1;Charaxinae;Preponini;Archaeoprepona_chalciope;F;1;MN6;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN6;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub4;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub4;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub4;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub4;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub5;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub5;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub5;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub5;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Forsterinaria_pronophila;F;1;MN5;Understory;Sub2;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Carminda_paeon;M;1;MN5;Understory;Sub2;24/03/2017;March;M1;;Morta;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub2;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Carminda_paeon;F;1;MN5;Understory;Sub2;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN5;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN5;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Carminda_paeon;M;1;MN5;Understory;Sub3;24/03/2017;March;M1;;Morta;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub4;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN5;Understory;Sub5;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub5;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Morphini;Morpho_epistrophus;F;1;MN4;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN4;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN4;Understory;Sub1;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN4;Understory;Sub2;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN4;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN4;Understory;Sub3;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN4;Understory;Sub4;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN4;Understory;Sub4;24/03/2017;March;M1;;;
U42818M1;Satyrinae;Morphini;Morpho_epistrophus;F;1;MN4;Understory;Sub5;24/03/2017;March;M1;;;
U43023O2;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub5;15/10/2017;October;O2;3;;
U43023O2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN5;Understory;Sub2;15/10/2017;October;O2;5;;
U43023O2;Satyrinae;Satyrini;Forsterinaria_necys;;1;MN5;Understory;Sub4;15/10/2017;October;O2;;Fugiu;
U43023O2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN5;Understory;Sub5;15/10/2017;October;O2;;Morta;
U43024O2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub1;16/10/2017;October;O2;72;;
U43024O2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub1;16/10/2017;October;O2;73;;
U43024O2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub1;16/10/2017;October;O2;74;;
U43024O2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub1;16/10/2017;October;O2;75;;
U43024O2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN3;Understory;Sub2;16/10/2017;October;O2;76;;
U43024O2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub4;16/10/2017;October;O2;79;;
U43024O2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub5;16/10/2017;October;O2;81;;
U43025O2;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub1;17/10/2017;October;O2;104;;
U43025O2;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub1;17/10/2017;October;O2;105;;
U43025O2;Charaxinae;Preponini;Archaeoprepona_chalciope;F;1;MN6;Understory;Sub3;17/10/2017;October;O2;106;;
U43025O2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;17/10/2017;October;O2;107;;
U43025O2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;17/10/2017;October;O2;108;;
U43025O2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;17/10/2017;October;O2;;Morta;
U43025O2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;17/10/2017;October;O2;;Morta;
U43025O2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;17/10/2017;October;O2;109;;
U43025O2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub4;17/10/2017;October;O2;113;;
U43025O2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub4;17/10/2017;October;O2;114;;
U43025O2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub4;17/10/2017;October;O2;115;;
U43025O2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub5;17/10/2017;October;O2;116;;
U43025O2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub5;17/10/2017;October;O2;117;;
U43025O2;Charaxinae;Preponini;Archaeoprepona_chalciope;F;1;MN5;Understory;Sub1;17/10/2017;October;O2;131;;
U43025O2;Charaxinae;Preponini;Archaeoprepona_amphimachus;F;1;MN5;Understory;Sub3;17/10/2017;October;O2;133;;
U43025O2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN5;Understory;Sub4;17/10/2017;October;O2;134;;
U43025O2;Satyrinae;Satyrini;Forsterinaria_pronophila;M;1;MN5;Understory;Sub5;17/10/2017;October;O2;139;;
U43025O2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN4;Understory;Sub5;17/10/2017;October;O2;141;;
U43026O2;Charaxinae;Preponini;Archaeoprepona_chalciope;M;1;MN1;Understory;Sub3;18/10/2017;October;O2;164;;
U43026O2;Satyrinae;Satyrini;Forsterinaria_pronophila;F;1;MN1;Understory;Sub4;18/10/2017;October;O2;166;;
U43026O2;Charaxinae;Preponini;Archaeoprepona_chalciope;M;1;MN2;Understory;Sub1;18/10/2017;October;O2;175;;
U43026O2;Charaxinae;Preponini;Archaeoprepona_chalciope;F;1;MN2;Understory;Sub1;18/10/2017;October;O2;176;;
U43026O2;Charaxinae;Preponini;Archaeoprepona_chalciope;F;1;MN2;Understory;Sub3;18/10/2017;October;O2;178;;
U43026O2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub1;18/10/2017;October;O2;193;;
U43026O2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub1;18/10/2017;October;O2;194;;
U43026O2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub1;18/10/2017;October;O2;195;;
U43026O2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub1;18/10/2017;October;O2;196;;
U43026O2;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN3;Understory;Sub1;18/10/2017;October;O2;197;;
U43026O2;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN3;Understory;Sub1;18/10/2017;October;O2;198;;
